run,t_stat,p_value,cohens_d,fixed_mean_ns,varied_mean_ns,fixed_std_ns,varied_std_ns,significant,negligible
320,-0.063454,0.94940593,-0.000897,295414.98,295421.21,7010.29,6879.02,no,yes
321,-0.559265,0.57598687,-0.007909,294949.85,294993.59,5450.98,5607.48,no,yes
322,-0.319225,0.74955930,-0.004515,294825.94,294830.90,1174.60,1012.93,no,yes
323,-0.115025,0.90842632,-0.001627,295163.79,295174.01,6144.87,6420.61,no,yes
324,0.918170,0.35854118,0.012985,294911.56,294899.56,977.70,867.09,no,yes
325,-0.341438,0.73277781,-0.004829,295156.10,295161.17,1073.73,1028.61,no,yes
326,-1.019301,0.30807272,-0.014415,302514.70,302533.27,1181.36,1387.14,no,yes
327,-0.954015,0.34008742,-0.013492,294714.87,294727.31,903.51,940.11,no,yes
328,-0.912383,0.36157815,-0.012903,294922.22,294934.40,964.96,922.88,no,yes
329,-1.123721,0.26114524,-0.015892,294782.46,294803.14,1193.73,1400.01,no,yes
330,-0.172666,0.86291588,-0.002442,294889.34,294892.45,1317.08,1222.59,no,yes
331,-0.142470,0.88670999,-0.002015,294868.31,294870.87,1272.71,1272.81,no,yes
332,0.006140,0.99510121,0.000087,294806.57,294806.49,1057.38,891.07,no,yes
333,-0.129504,0.89696008,-0.001831,294744.52,294746.34,952.94,1031.36,no,yes
334,-0.438636,0.66093020,-0.006203,294922.25,294928.68,929.88,1134.94,no,yes
335,-0.466282,0.64101943,-0.006594,294822.73,294835.15,1590.19,2135.26,no,yes
336,-0.794096,0.42714946,-0.011230,294809.10,294825.50,1252.19,1641.79,no,yes
337,-0.413129,0.67951630,-0.005843,295089.41,295095.30,952.08,1061.73,no,yes
338,-1.658117,0.09730976,-0.023449,294980.16,295023.22,1718.64,1946.70,no,yes
339,0.398145,0.69052779,0.005631,294969.75,294962.76,1131.53,1341.10,no,yes
340,-0.483953,0.62842492,-0.006844,294909.58,294919.61,1373.23,1551.37,no,yes
341,0.895373,0.37059907,0.012662,294974.46,294962.40,1063.63,824.97,no,yes
342,1.228912,0.21912529,0.017379,294855.96,294788.79,4960.96,2294.64,no,yes
343,-1.143396,0.25288829,-0.016170,294751.75,294767.31,895.01,1025.29,no,yes
344,-1.145723,0.25192387,-0.016203,295017.75,295032.78,835.04,1012.16,no,yes
345,0.375269,0.70746441,0.005307,295071.55,295064.89,1255.09,1256.22,no,yes
346,0.785944,0.43190973,0.011115,294754.41,294743.91,956.93,932.96,no,yes
347,-0.794253,0.42705937,-0.011232,295071.63,295093.21,1483.43,2276.67,no,yes
348,-1.738161,0.08219855,-0.024581,294954.83,294977.27,803.14,1010.66,no,yes
349,1.870851,0.06138511,0.026458,294834.46,294760.87,3489.65,1815.18,no,yes
350,1.910182,0.05612664,0.027014,294822.89,294787.02,1586.19,1005.41,no,yes
351,1.311170,0.18982939,0.018543,295350.10,294934.19,31402.84,4477.69,no,yes
352,0.044819,0.96425165,0.000634,295083.82,295082.44,2289.58,2036.93,no,yes
353,0.198909,0.84233641,0.002813,294876.87,294872.44,1796.02,1317.52,no,yes
354,-0.252540,0.80062596,-0.003571,294851.02,294854.72,1005.26,1064.86,no,yes
355,-0.074264,0.94080128,-0.001050,295129.37,295133.09,3515.36,3568.86,no,yes
356,-0.909839,0.36291934,-0.012867,295052.30,295073.95,1412.33,1914.66,no,yes
357,-0.132350,0.89470883,-0.001872,295489.46,295501.15,6337.87,6147.76,no,yes
358,0.186880,0.85175667,0.002643,294989.72,294986.27,1482.97,1099.95,no,yes
359,-1.532103,0.12551295,-0.021667,304384.00,304402.74,812.14,914.92,no,yes
360,1.379833,0.16765399,0.019514,295117.45,295094.88,1264.39,1037.50,no,yes
361,-1.499188,0.13384128,-0.021202,295207.48,295228.71,900.66,1092.40,no,yes
362,0.316057,0.75196257,0.004470,294889.60,294885.49,894.71,945.20,no,yes
363,0.540592,0.58879494,0.007645,295112.38,295105.71,899.08,846.28,no,yes
364,-0.751228,0.45252461,-0.010624,294941.61,294965.43,2003.22,2457.03,no,yes
365,-0.526948,0.59823640,-0.007452,294878.40,294887.17,980.83,1345.42,no,yes
366,-0.352045,0.72480813,-0.004979,294818.31,294823.76,1049.12,1139.44,no,yes
367,0.830218,0.40642808,0.011741,295101.32,295086.77,1534.69,846.19,no,yes
368,-1.654934,0.09796422,-0.023404,294720.91,294787.65,1186.27,3853.98,no,yes
369,1.270375,0.20396857,0.017966,295042.42,295009.90,2161.41,1371.54,no,yes
370,0.025319,0.97980055,0.000358,295222.57,295221.19,4094.24,3587.59,no,yes
371,-0.045537,0.96368003,-0.000644,294776.04,294778.16,3292.30,3283.00,no,yes
372,1.302712,0.19269045,0.018423,295024.15,295002.19,1408.17,927.69,no,yes
373,0.643086,0.52017580,0.009095,295066.39,295047.86,2205.87,1853.76,no,yes
374,0.595506,0.55151240,0.008422,295153.11,295144.43,1130.19,920.85,no,yes
375,-0.007741,0.99382346,-0.000109,295073.13,295073.24,987.66,1008.96,no,yes
376,0.554175,0.57946534,0.007837,303812.36,303805.05,966.02,898.90,no,yes
377,0.229138,0.81876436,0.003240,302816.67,302813.19,1183.86,951.68,no,yes
378,0.028303,0.97742044,0.000400,294796.01,294795.50,1461.80,1018.12,no,yes
379,-1.047434,0.29492107,-0.014813,294957.93,294995.06,1000.89,3401.15,no,yes
380,-0.061769,0.95074722,-0.000874,305538.53,305539.45,978.01,1131.89,no,yes
381,0.167494,0.86698285,0.002369,295033.94,295031.68,974.32,933.01,no,yes
382,-0.311266,0.75560146,-0.004402,295107.62,295135.26,6204.60,6353.04,no,yes
383,0.736482,0.46144633,0.010415,295740.59,295730.92,997.11,854.83,no,yes
384,-0.978030,0.32807167,-0.013831,295057.92,295071.50,871.86,1081.28,no,yes
385,1.307600,0.19102415,0.018492,294899.97,294877.75,1270.31,1128.60,no,yes
386,-0.033079,0.97361208,-0.000468,294950.44,294950.88,1018.35,866.03,no,yes
387,0.207561,0.83557399,0.002935,295057.86,295055.33,910.29,811.51,no,yes
388,1.100813,0.27099140,0.015568,295091.61,295077.35,981.60,844.59,no,yes
389,-0.671645,0.50181796,-0.009498,294719.16,294731.83,1138.38,1504.67,no,yes
390,0.981692,0.32626376,0.013883,294907.91,294888.27,1495.99,1328.29,no,yes
391,1.203181,0.22892215,0.017016,297812.01,297790.23,1476.93,1046.38,no,yes
392,0.097924,0.92199351,0.001385,295090.74,295089.02,1050.09,1414.62,no,yes
393,-0.582283,0.56038257,-0.008235,295112.21,295121.78,1076.39,1242.10,no,yes
394,-0.665565,0.50569690,-0.009413,294756.80,294766.17,891.90,1089.45,no,yes
395,-0.386366,0.69922980,-0.005464,294958.45,294964.71,1053.92,1231.08,no,yes
396,-0.595950,0.55121550,-0.008428,294745.25,294754.35,1088.80,1069.92,no,yes
397,0.058271,0.95353313,0.000824,294945.58,294944.71,1043.81,1050.15,no,yes
398,0.802538,0.42225127,0.011350,294768.16,294751.13,1560.34,1438.91,no,yes
399,-0.777873,0.43665315,-0.011001,295060.71,295070.12,835.56,875.65,no,yes
400,-0.686015,0.49271200,-0.009702,294981.71,294990.14,799.39,933.90,no,yes
401,-0.581578,0.56085783,-0.008225,294996.61,295007.04,1104.60,1411.06,no,yes
402,-0.449050,0.65340080,-0.006351,295307.66,295314.35,1079.20,1027.62,no,yes
403,0.381681,0.70270249,0.005398,294990.28,294980.23,2013.03,1696.14,no,yes
404,0.902720,0.36668558,0.012766,295014.07,294991.03,1967.38,1625.72,no,yes
405,1.655277,0.09788437,0.023409,307510.73,307488.43,1018.86,881.85,no,yes
406,-0.753193,0.45134379,-0.010652,294793.77,294807.91,1090.92,1527.88,no,yes
407,-1.003797,0.31548860,-0.014196,295015.43,295032.99,1243.81,1229.86,no,yes
408,0.473610,0.63578336,0.006698,294723.34,294715.57,1292.12,1012.09,no,yes
409,0.042499,0.96610144,0.000601,295051.15,295050.53,1075.06,995.55,no,yes
410,0.080457,0.93587494,0.001138,393306.02,393302.09,3658.85,3224.27,no,yes
411,0.581839,0.56068178,0.008228,294931.33,294917.52,1854.43,1480.93,no,yes
412,0.279413,0.77993117,0.003951,294999.56,294985.01,3589.13,3774.91,no,yes
413,0.492853,0.62212208,0.006970,294856.58,294850.86,824.86,815.57,no,yes
414,-0.475176,0.63466679,-0.006720,294984.15,295010.93,3464.08,4443.39,no,yes
415,-0.762437,0.44580848,-0.010782,295035.75,295046.11,937.46,982.77,no,yes
416,-0.393764,0.69375948,-0.005569,363858.74,363864.45,955.52,1091.04,no,yes
417,0.334494,0.73801020,0.004730,295050.80,295046.71,922.73,802.02,no,yes
418,1.107797,0.26796326,0.015667,295080.08,295066.09,981.81,794.64,no,yes
419,0.790128,0.42946718,0.011174,294852.13,294821.65,3580.86,1434.11,no,yes
420,0.203476,0.83876479,0.002878,294972.92,294968.32,1713.28,1475.47,no,yes
421,0.190490,0.84892686,0.002694,295079.36,295076.18,1142.17,1215.90,no,yes
422,-0.323699,0.74616916,-0.004578,294848.40,294854.68,1375.60,1364.78,no,yes
423,-0.452612,0.65083402,-0.006401,295107.96,295114.88,863.14,1261.98,no,yes
424,0.010519,0.99160693,0.000149,295044.98,295044.05,6264.22,6177.69,no,yes
425,-0.158236,0.87427210,-0.002238,294857.87,294860.28,1127.55,1023.85,no,yes
426,0.015319,0.98777752,0.000217,317466.77,317450.94,73092.50,73073.91,no,yes
427,-0.896662,0.36991046,-0.012681,295026.08,295047.41,1795.68,1560.86,no,yes
428,-1.083436,0.27862856,-0.015322,294842.14,294858.14,955.75,1124.94,no,yes
429,-1.080436,0.27996200,-0.015280,295069.93,295085.72,898.15,1152.84,no,yes
430,0.109717,0.91263455,0.001552,295060.64,295058.83,1065.87,1250.64,no,yes
431,-0.243878,0.80732789,-0.003449,295051.09,295063.78,3752.70,3605.21,no,yes
432,-0.833111,0.40479225,-0.011782,294899.94,294924.41,2022.51,2130.17,no,yes
433,-0.838671,0.40166397,-0.011861,294909.21,294951.97,3325.33,3865.41,no,yes
434,0.261657,0.79358849,0.003700,294875.79,294872.57,793.17,941.35,no,yes
435,0.561871,0.57421048,0.007946,294829.03,294820.96,1007.08,1024.10,no,yes
436,0.351554,0.72517672,0.004972,294809.42,294804.75,979.88,897.83,no,yes
437,-0.153845,0.87773330,-0.002176,295759.95,295773.51,6098.68,6358.51,no,yes
438,-0.333049,0.73910054,-0.004710,295083.37,295092.47,1854.49,2007.59,no,yes
439,-0.042816,0.96584899,-0.000606,294788.14,294788.78,1122.05,983.37,no,yes
440,1.192014,0.23327361,0.016858,294886.68,294861.37,1843.01,1055.10,no,yes
441,0.136505,0.89142316,0.001930,295377.17,295365.02,6401.93,6179.95,no,yes
442,-1.439901,0.14991115,-0.020363,295100.62,295119.12,867.82,947.18,no,yes
443,-0.406694,0.68423688,-0.005752,294904.56,294911.92,1218.21,1338.63,no,yes
444,-0.265936,0.79029149,-0.003761,294858.34,294862.30,978.72,1121.66,no,yes
445,-0.361085,0.71804001,-0.005107,294749.31,294755.58,1032.28,1397.42,no,yes
446,-0.383261,0.70153003,-0.005420,295134.91,295140.17,933.13,1007.75,no,yes
447,-0.472603,0.63650157,-0.006684,294796.37,294804.54,1325.55,1110.08,no,yes
448,0.045608,0.96362335,0.000645,295093.53,295092.10,2178.26,2259.50,no,yes
449,0.786320,0.43169023,0.011120,295044.93,295028.16,1712.04,1272.47,no,yes
450,0.136120,0.89172827,0.001925,294935.02,294928.88,3622.02,2697.55,no,yes
451,1.405311,0.15994567,0.019874,295121.31,295097.98,1332.11,989.77,no,yes
452,-1.946835,0.05156988,-0.027532,294913.53,294942.94,880.78,1227.36,no,yes
453,0.297300,0.76624086,0.004204,294885.12,294878.43,1577.38,1603.76,no,yes
454,0.990225,0.32207622,0.014004,295046.09,295031.66,1027.20,1033.83,no,yes
455,-0.434173,0.66416809,-0.006140,295068.25,295075.72,1008.36,1393.48,no,yes
456,-0.437411,0.66181809,-0.006186,295076.25,295081.60,831.02,896.22,no,yes
457,0.437087,0.66205310,0.006181,294753.55,294747.78,975.52,891.64,no,yes
458,0.104324,0.91691372,0.001475,295085.18,295083.16,1601.61,1091.54,no,yes
459,-0.816307,0.41433424,-0.011544,294929.01,294949.46,1705.67,1834.27,no,yes
460,-0.368296,0.71265634,-0.005208,295108.11,295114.49,1343.59,1092.76,no,yes
461,-0.669924,0.50291575,-0.009474,294977.66,294989.55,907.38,1525.21,no,yes
462,0.115844,0.90777722,0.001638,294875.93,294874.04,1207.22,1097.20,no,yes
463,-0.741248,0.45855193,-0.010483,295016.75,295026.61,891.66,986.64,no,yes
464,0.862815,0.38825170,0.012202,295076.37,295059.41,1678.72,1023.92,no,yes
465,0.157388,0.87494085,0.002226,295077.18,295072.28,2269.32,2129.02,no,yes
466,-0.010862,0.99133405,-0.000154,294894.30,294894.53,1301.47,1642.31,no,yes
467,-0.015302,0.98779169,-0.000216,296093.26,296093.47,1014.76,958.58,no,yes
468,-0.812313,0.41662176,-0.011488,295031.30,295041.45,867.42,899.37,no,yes
469,0.685726,0.49289414,0.009698,295070.36,295039.00,3579.56,2845.78,no,yes
470,-0.532372,0.59447407,-0.007529,295093.04,295108.45,2041.67,2053.16,no,yes
471,0.006409,0.99488648,0.000091,295059.20,295058.85,3880.08,3764.98,no,yes
472,-0.768280,0.44233024,-0.010865,295076.02,295091.49,1351.58,1491.51,no,yes
473,-0.665203,0.50592829,-0.009407,294785.30,294795.88,1031.31,1211.16,no,yes
474,0.076159,0.93929312,0.001077,295102.70,295100.78,1861.21,1705.50,no,yes
475,0.273472,0.78449290,0.003867,294898.07,294894.04,1057.95,1026.16,no,yes
476,2.230869,0.02570232,0.031549,294851.65,294821.97,1100.08,747.74,yes,yes
477,-0.425470,0.67049851,-0.006017,294867.64,294873.28,947.66,926.22,no,yes
478,-1.596547,0.11038522,-0.022579,294807.50,294837.36,1017.27,1569.57,no,yes
479,-1.095562,0.27328469,-0.015494,294843.74,294860.97,928.60,1268.91,no,yes
480,0.247228,0.80473452,0.003496,295046.01,295042.88,937.23,849.82,no,yes
481,-0.480729,0.63071407,-0.006799,294920.56,294926.51,855.93,895.30,no,yes
482,-0.633071,0.52669487,-0.008953,295037.24,295045.97,888.07,1055.03,no,yes
483,1.119833,0.26279870,0.015837,295160.75,295144.78,1078.26,933.39,no,yes
484,-1.444934,0.14849843,-0.020434,294954.90,295032.22,2261.83,4848.89,no,yes
485,-0.429524,0.66754631,-0.006074,294902.07,294910.78,1418.78,1449.10,no,yes
486,-0.375024,0.70764663,-0.005304,295010.80,295029.13,3893.30,2951.72,no,yes
487,1.016760,0.30928070,0.014379,295205.02,295178.98,2005.42,1592.78,no,yes
488,0.101314,0.91930214,0.001433,294885.33,294883.78,1094.96,1070.59,no,yes
489,0.440087,0.65987898,0.006224,295080.94,295075.29,839.59,969.93,no,yes
490,1.028713,0.30362707,0.014548,294822.60,294809.26,947.92,884.91,no,yes
491,0.247365,0.80462825,0.003498,295096.72,295093.29,944.72,1014.72,no,yes
492,-0.091950,0.92673877,-0.001300,294926.95,294928.14,876.96,949.99,no,yes
493,0.576409,0.56434502,0.008152,294837.49,294830.26,927.10,845.72,no,yes
494,0.413687,0.67910778,0.005850,295502.75,295496.51,1067.69,1065.59,no,yes
495,-0.582430,0.56028380,-0.008237,393170.94,393179.04,892.68,1066.48,no,yes
496,-1.235162,0.21678469,-0.017468,295048.83,295068.45,1172.01,1071.18,no,yes
497,1.397389,0.16231309,0.019762,294892.26,294867.72,1390.12,1073.15,no,yes
498,0.244845,0.80657903,0.003463,294942.06,294936.86,1584.15,1415.35,no,yes
499,-0.340196,0.73371244,-0.004811,294797.23,294801.95,1001.91,963.54,no,yes
500,-0.152320,0.87893599,-0.002154,295266.80,295280.39,6092.33,6520.16,no,yes
501,-0.743718,0.45705581,-0.010518,294887.09,294900.21,1145.62,1341.49,no,yes
502,-0.731583,0.46443182,-0.010346,294948.55,294958.50,915.48,1006.34,no,yes
503,0.397666,0.69088083,0.005624,294958.42,294952.05,1139.49,1125.11,no,yes
504,-0.510255,0.60987884,-0.007216,295073.87,295084.24,1303.68,1556.78,no,yes
505,-0.765074,0.44423713,-0.010820,294825.48,294836.77,922.97,1150.37,no,yes
506,0.210947,0.83293125,0.002983,294743.70,294740.33,1316.12,904.88,no,yes
507,0.566812,0.57084868,0.008016,294804.41,294790.03,1934.29,1642.59,no,yes
508,-0.197674,0.84330184,-0.002796,294953.46,294957.55,1539.88,1382.62,no,yes
509,0.126696,0.89918256,0.001792,294865.62,294863.67,1042.94,1129.10,no,yes
510,0.685422,0.49308739,0.009693,294832.48,294819.82,1563.47,982.91,no,yes
511,-0.476649,0.63361750,-0.006741,296158.42,296167.93,1249.40,1557.73,no,yes
512,-0.002149,0.99828538,-0.000030,294909.38,294909.46,3505.31,1447.64,no,yes
513,-0.273048,0.78481895,-0.003861,308968.55,308991.71,5925.32,6065.97,no,yes
514,-0.400077,0.68910444,-0.005658,294748.35,294753.65,843.60,1022.42,no,yes
515,0.120982,0.90370621,0.001711,295105.87,295103.50,1444.01,1327.44,no,yes
516,0.396529,0.69171957,0.005608,294870.35,294863.57,1332.48,1070.83,no,yes
517,-1.763595,0.07781830,-0.024941,307394.17,307422.21,852.42,1342.09,no,yes
518,-0.437142,0.66201314,-0.006182,294815.41,294821.30,934.44,971.09,no,yes
519,-0.268804,0.78808304,-0.003801,294886.15,294889.99,1071.43,942.11,no,yes
520,-0.913219,0.36113961,-0.012915,295081.61,295100.88,1225.42,1717.52,no,yes
521,-0.682901,0.49467714,-0.009658,295107.93,295118.13,991.73,1116.69,no,yes
522,-0.046876,0.96261259,-0.000663,295057.23,295059.57,3152.36,3859.89,no,yes
523,-0.902474,0.36681625,-0.012763,294905.01,294917.58,917.71,1047.95,no,yes
524,-0.372465,0.70955060,-0.005267,295200.10,295213.58,2369.74,2733.31,no,yes
525,1.065172,0.28681176,0.015064,295004.69,294984.20,1521.57,1177.08,no,yes
526,1.410297,0.15847004,0.019945,295023.04,295001.11,1305.02,845.10,no,yes
527,0.602482,0.54685990,0.008520,294809.70,294800.85,995.38,1081.02,no,yes
528,-1.442558,0.14916561,-0.020401,294838.58,294916.13,2508.85,4754.40,no,yes
529,0.534631,0.59291191,0.007561,295073.98,295061.09,1986.06,1367.04,no,yes
530,2.048404,0.04053382,0.028969,295133.44,295103.56,1108.85,947.80,yes,yes
531,0.295139,0.76789071,0.004174,294815.26,294811.03,974.99,1049.97,no,yes
532,-0.366695,0.71385077,-0.005186,294841.10,294853.53,2085.98,2669.47,no,yes
533,0.033824,0.97301806,0.000478,294919.33,294918.80,1092.84,1118.83,no,yes
534,0.133464,0.89382814,0.001887,295040.14,295038.32,1019.90,909.27,no,yes
535,0.290715,0.77127356,0.004111,294760.16,294752.30,2390.70,1267.21,no,yes
536,-1.294394,0.19554537,-0.018305,294857.54,294878.92,991.45,1321.32,no,yes
537,-0.104916,0.91644382,-0.001484,294872.28,294873.64,930.63,899.36,no,yes
538,-0.359638,0.71912172,-0.005086,295518.99,295552.35,6193.44,6905.24,no,yes
539,0.132272,0.89477085,0.001871,302646.12,302643.63,1398.98,1255.32,no,yes
540,-0.187695,0.85111747,-0.002654,295074.95,295077.31,897.80,878.54,no,yes
541,-0.027172,0.97832273,-0.000384,295083.37,295085.05,4379.91,4358.67,no,yes
542,0.477301,0.63315273,0.006750,294807.32,294800.94,949.49,940.96,no,yes
543,0.373515,0.70876900,0.005282,295041.69,295036.72,910.62,971.22,no,yes
544,1.175900,0.23965177,0.016630,294865.43,294843.78,1564.45,970.88,no,yes
545,-0.453126,0.65046306,-0.006408,302860.66,302883.47,3885.84,3202.31,no,yes
546,-1.726162,0.08433538,-0.024412,294947.97,294985.49,1251.62,1777.02,no,yes
547,-1.391843,0.16398589,-0.019684,294833.89,294853.62,913.35,1084.42,no,yes
548,-0.426866,0.66948172,-0.006037,294776.53,294785.63,1645.31,1356.76,no,yes
549,0.661091,0.50856188,0.009349,294836.83,294828.77,884.36,837.65,no,yes
550,-0.284760,0.77583116,-0.004027,294910.68,294923.77,3156.39,3340.40,no,yes
551,1.415660,0.15689228,0.020020,295111.48,295080.95,1744.16,1267.75,no,yes
552,-0.023078,0.98158804,-0.000326,295040.77,295041.09,934.48,1030.24,no,yes
553,0.478538,0.63227240,0.006768,295147.09,295140.28,1084.30,924.40,no,yes
554,1.171689,0.24133682,0.016570,295079.26,295060.55,1270.68,967.83,no,yes
555,-0.352861,0.72419639,-0.004990,295413.56,295444.81,6254.51,6272.25,no,yes
556,0.245568,0.80601939,0.003473,294795.97,294792.13,1166.87,1038.29,no,yes
557,1.059276,0.28948681,0.014980,303875.85,303858.75,1169.76,1112.73,no,yes
558,0.553598,0.57986028,0.007829,295130.42,295122.43,1134.75,891.77,no,yes
559,0.387534,0.69836539,0.005481,294989.41,294983.43,1207.03,962.07,no,yes
560,-0.296339,0.76697443,-0.004191,295057.78,295061.82,951.48,978.43,no,yes
561,-1.463345,0.14338885,-0.020695,295470.93,295487.37,821.70,766.13,no,yes
562,-0.899558,0.36836850,-0.012722,294960.89,294983.88,1327.72,2183.04,no,yes
563,-0.720344,0.47132172,-0.010187,295089.13,295103.85,1464.86,1423.29,no,yes
564,0.076253,0.93921896,0.001078,295080.57,295078.63,2294.15,1120.32,no,yes
565,-0.806676,0.41986311,-0.011408,295087.19,295100.44,1091.55,1227.49,no,yes
566,0.391840,0.69518037,0.005541,294860.41,294854.94,1032.29,938.19,no,yes
567,-0.288858,0.77269296,-0.004085,295156.59,295163.38,1619.49,1705.89,no,yes
568,0.368600,0.71242971,0.005213,294867.74,294861.96,1143.97,1074.88,no,yes
569,0.048633,0.96121227,0.000688,294728.74,294727.85,1333.19,1254.24,no,yes
570,-2.611592,0.00902045,-0.036933,294950.43,294988.37,742.85,1248.51,yes,yes
571,1.346577,0.17813197,0.019043,294880.31,294862.28,996.12,894.57,no,yes
572,0.204506,0.83796018,0.002892,295111.50,295093.29,6270.24,6319.60,no,yes
573,-1.144698,0.25234847,-0.016188,294796.77,294810.91,787.12,950.97,no,yes
574,-1.160856,0.24571612,-0.016417,294887.56,294905.36,861.97,1268.20,no,yes
575,-0.206898,0.83609135,-0.002926,295090.99,295093.86,991.71,970.87,no,yes
576,0.415370,0.67787568,0.005874,295099.32,295093.94,975.05,851.79,no,yes
577,0.139786,0.88883051,0.001977,295176.40,295169.32,3817.68,3327.11,no,yes
578,-1.288048,0.19774439,-0.018216,294973.16,294992.13,956.86,1119.82,no,yes
579,0.722896,0.46975311,0.010223,294995.77,294979.95,1786.74,1263.31,no,yes
580,-0.156931,0.87530072,-0.002219,294959.84,294962.59,1270.66,1212.18,no,yes
581,0.812770,0.41635963,0.011494,294814.12,294802.41,1084.99,947.04,no,yes
582,-0.670276,0.50268973,-0.009479,296275.40,296287.76,1204.64,1396.31,no,yes
583,-0.545565,0.58537130,-0.007715,295080.00,295099.19,2374.18,2595.83,no,yes
584,-0.247113,0.80482336,-0.003495,294885.89,294891.30,1516.18,1582.20,no,yes
585,-0.098766,0.92132507,-0.001397,294873.93,294875.52,1008.90,1253.99,no,yes
586,0.057946,0.95379226,0.000819,294855.33,294854.58,967.15,867.92,no,yes
587,0.388769,0.69745154,0.005498,294911.02,294905.20,902.15,1195.66,no,yes
588,0.356987,0.72110603,0.005049,307449.69,307443.74,1387.50,923.78,no,yes
