run,type,time_ns
8027,random,292683
8028,fixed,300169
8028,random,378002
8029,fixed,390292
8029,random,297413
8030,fixed,313962
8030,random,310941
8031,fixed,301535
8031,random,327048
8032,fixed,292918
8032,random,316827
8033,fixed,311891
8033,random,308211
8034,fixed,306100
8034,random,310003
8035,fixed,305549
8035,random,297177
8036,fixed,298307
8036,random,298220
8037,fixed,293118
8037,random,292695
8038,fixed,296961
8038,random,293407
8039,fixed,298523
8039,random,304697
8040,fixed,299213
8040,random,293250
8041,fixed,299600
8041,random,297818
8042,fixed,293142
8042,random,293566
8043,fixed,311388
8043,random,291957
8044,fixed,291966
8044,random,297124
8045,fixed,293031
8045,random,293024
8046,fixed,292776
8046,random,295614
8047,fixed,292626
8047,random,293261
8048,fixed,296096
8048,random,292987
8049,fixed,293270
8049,random,397807
8050,fixed,293298
8050,random,292825
8051,fixed,294460
8051,random,293259
8052,fixed,293154
8052,random,293471
8053,fixed,294040
8053,random,293269
8054,fixed,292867
8054,random,294115
8055,fixed,293422
8055,random,292472
8056,fixed,294737
8056,random,330050
8057,fixed,309117
8057,random,336114
8058,fixed,336486
8058,random,302940
8059,fixed,389898
8059,random,320516
8060,fixed,308454
8060,random,299699
8061,fixed,296363
8061,random,295619
8062,fixed,300556
8062,random,321444
8063,fixed,303505
8063,random,298647
8064,fixed,300084
8064,random,294359
8065,fixed,300435
8065,random,305910
8066,fixed,298776
8066,random,293125
8067,fixed,292898
8067,random,296969
8068,fixed,293341
8068,random,292886
8069,fixed,293491
8069,random,304785
8070,fixed,292924
8070,random,292659
8071,fixed,297384
8071,random,292893
8072,fixed,293326
8072,random,294844
8073,fixed,293174
8073,random,292495
8074,fixed,292643
8074,random,294302
8075,fixed,292775
8075,random,293686
8076,fixed,294024
8076,random,292905
8077,fixed,293306
8077,random,396734
8078,fixed,292609
8078,random,293158
8079,fixed,293265
8079,random,295301
8080,fixed,293281
8080,random,292731
8081,fixed,294335
8081,random,293224
8082,fixed,292732
8082,random,294509
8083,fixed,293066
8083,random,293176
8084,fixed,293070
8084,random,294479
8085,fixed,335042
8085,random,319378
8086,fixed,321093
8086,random,312166
8087,fixed,301923
8087,random,321850
8088,fixed,309252
8088,random,300606
8089,fixed,302998
8089,random,293410
8090,fixed,293143
8090,random,293566
8091,fixed,306368
8091,random,311108
8092,fixed,312217
8092,random,309627
8093,fixed,304133
8093,random,294693
8094,fixed,297506
8094,random,292185
8095,fixed,292010
8095,random,292486
8096,fixed,295356
8096,random,299099
8097,fixed,293198
8097,random,306334
8098,fixed,293046
8098,random,292685
8099,fixed,295017
8099,random,292732
8100,fixed,293134
8100,random,292509
8101,fixed,294887
8101,random,292889
8102,fixed,293053
8102,random,293834
8103,fixed,292876
8103,random,292775
8104,fixed,293170
8104,random,398943
8105,fixed,292583
8105,random,293391
8106,fixed,294028
8106,random,293058
8107,fixed,292886
8107,random,293710
8108,fixed,292900
8108,random,293073
8109,fixed,294159
8109,random,293156
8110,fixed,293210
8110,random,293046
8111,fixed,295089
8111,random,312166
8112,fixed,301057
8112,random,350957
8113,fixed,312245
8113,random,294242
8114,fixed,322900
8114,random,308104
8115,fixed,292849
8115,random,293296
8116,fixed,299456
8116,random,293202
8117,fixed,293462
8117,random,341256
8118,fixed,292919
8118,random,293653
8119,fixed,296684
8119,random,302382
8120,fixed,313762
8120,random,311093
8121,fixed,300033
8121,random,296804
8122,fixed,292575
8122,random,296261
8123,fixed,292810
8123,random,293036
8124,fixed,298324
8124,random,298164
8125,fixed,293224
8125,random,292724
8126,fixed,296667
8126,random,293130
8127,fixed,293409
8127,random,296290
8128,fixed,292499
8128,random,293118
8129,fixed,295787
8129,random,293144
8130,fixed,292859
8130,random,293373
8131,fixed,295787
8131,random,293337
8132,fixed,293118
8132,random,303395
8133,fixed,293437
8133,random,292980
8134,fixed,296133
8134,random,293406
8135,fixed,292962
8135,random,293296
8136,fixed,305113
8136,random,295658
8137,fixed,292852
8137,random,295432
8138,fixed,292790
8138,random,332315
8139,fixed,298951
8139,random,292488
8140,fixed,292889
8140,random,292499
8141,fixed,294119
8141,random,293409
8142,fixed,295284
8142,random,301270
8143,fixed,293301
8143,random,292884
8144,fixed,293560
8144,random,295067
8145,fixed,291770
8145,random,292630
8146,fixed,295441
8146,random,292888
8147,fixed,293324
8147,random,295516
8148,fixed,293491
8148,random,293100
8149,fixed,293597
8149,random,296644
8150,fixed,293015
8150,random,293252
8151,fixed,295448
8151,random,292433
8152,fixed,292357
8152,random,292589
8153,fixed,296300
8153,random,293684
8154,fixed,293586
8154,random,295797
8155,fixed,293408
8155,random,293226
8156,fixed,297076
8156,random,293263
8157,fixed,292927
8157,random,293077
8158,fixed,296446
8158,random,293703
8159,fixed,292965
8159,random,303087
8160,fixed,292415
8160,random,292818
8161,fixed,292760
8161,random,295563
8162,fixed,292902
8162,random,293425
8163,fixed,295993
8163,random,292717
8164,fixed,293095
8164,random,296096
8165,fixed,292963
8165,random,293325
8166,fixed,292712
8166,random,294086
8167,fixed,292991
8167,random,322288
8168,fixed,295429
8168,random,292475
8169,fixed,293392
8169,random,293762
8170,fixed,292970
8170,random,293517
8171,fixed,292807
8171,random,294440
8172,fixed,292602
8172,random,293409
8173,fixed,294190
8173,random,293501
8174,fixed,293129
8174,random,293405
8175,fixed,294342
8175,random,293007
8176,fixed,292823
8176,random,293986
8177,fixed,292875
8177,random,293238
8178,fixed,294116
8178,random,292568
8179,fixed,293422
8179,random,292832
8180,fixed,293911
8180,random,293367
8181,fixed,292622
8181,random,294458
8182,fixed,293276
8182,random,293287
8183,fixed,292458
8183,random,294190
8184,fixed,293329
8184,random,292589
8185,fixed,294567
8185,random,292616
8186,fixed,293249
8186,random,293690
8187,fixed,293117
8187,random,292511
8188,fixed,293269
8188,random,294188
8189,fixed,293658
8189,random,292627
8190,fixed,294383
8190,random,292711
8191,fixed,293235
8191,random,292739
8192,fixed,294504
8192,random,293290
8193,fixed,292678
8193,random,294400
8194,fixed,293168
8194,random,293398
8195,fixed,294223
8195,random,292984
8196,fixed,293491
8196,random,319117
8197,fixed,295342
8197,random,292869
8198,fixed,292855
8198,random,294226
8199,fixed,293567
8199,random,293159
8200,fixed,293172
8200,random,294462
8201,fixed,292932
8201,random,293506
8202,fixed,293795
8202,random,293597
8203,fixed,292988
8203,random,294513
8204,fixed,293742
8204,random,293163
8205,fixed,293455
8205,random,293904
8206,fixed,293632
8206,random,292200
8207,fixed,307540
8207,random,293119
8208,fixed,292974
8208,random,292633
8209,fixed,294499
8209,random,292641
8210,fixed,293074
8210,random,293621
8211,fixed,293212
8211,random,292739
8212,fixed,294036
8212,random,293123
8213,fixed,292928
8213,random,292933
8214,fixed,294389
8214,random,292414
8215,fixed,293218
8215,random,294308
8216,fixed,292829
8216,random,293172
8217,fixed,292878
8217,random,296857
8218,fixed,293169
8218,random,292716
8219,fixed,294803
8219,random,293043
8220,fixed,293232
8220,random,294656
8221,fixed,293176
8221,random,292859
8222,fixed,293251
8222,random,294325
8223,fixed,293380
8223,random,293271
8224,fixed,321981
8224,random,293407
8225,fixed,292909
8225,random,295269
8226,fixed,292312
8226,random,293557
8227,fixed,293331
8227,random,294411
8228,fixed,293007
8228,random,293114
8229,fixed,294294
8229,random,292800
8230,fixed,292899
8230,random,293346
8231,fixed,294860
8231,random,292882
8232,fixed,293264
8232,random,294105
8233,fixed,293156
8233,random,293083
8234,fixed,294619
8234,random,292729
8235,fixed,293426
8235,random,292762
8236,fixed,293917
8236,random,293025
8237,fixed,292458
8237,random,294333
8238,fixed,293186
8238,random,297076
8239,fixed,292884
8239,random,294471
8240,fixed,293426
8240,random,293089
8241,fixed,294237
8241,random,293152
8242,fixed,293003
8242,random,294423
8243,fixed,292683
8243,random,293380
8244,fixed,292966
8244,random,293699
8245,fixed,292546
8245,random,292228
8246,fixed,293651
8246,random,293066
8247,fixed,293489
8247,random,292780
8248,fixed,293816
8248,random,292718
8249,fixed,292991
8249,random,294325
8250,fixed,293330
8250,random,293360
8251,fixed,294306
8251,random,293184
8252,fixed,293056
8252,random,293620
8253,fixed,319668
8253,random,292945
8254,fixed,293195
8254,random,297299
8255,fixed,293090
8255,random,293079
8256,fixed,293467
8256,random,293982
8257,fixed,293042
8257,random,292820
8258,fixed,297070
8258,random,293408
8259,fixed,292901
8259,random,326900
8260,fixed,292819
8260,random,293298
8261,fixed,292811
8261,random,294631
8262,fixed,292657
8262,random,293462
8263,fixed,294155
8263,random,292751
8264,fixed,292536
8264,random,294650
8265,fixed,293065
8265,random,292715
8266,fixed,293371
8266,random,294130
8267,fixed,293396
8267,random,292727
8268,fixed,294332
8268,random,293435
8269,fixed,292855
8269,random,292997
8270,fixed,294397
8270,random,292950
8271,fixed,292751
8271,random,294874
8272,fixed,292969
8272,random,292828
8273,fixed,293944
8273,random,293052
8274,fixed,292554
8274,random,292854
8275,fixed,293872
8275,random,292837
8276,fixed,292666
8276,random,294027
8277,fixed,293566
8277,random,292946
8278,fixed,293251
8278,random,294439
8279,fixed,293027
8279,random,293392
8280,fixed,322024
8280,random,348361
8281,fixed,319966
8281,random,298969
8282,fixed,298492
8282,random,296253
8283,fixed,299608
8283,random,333149
8284,fixed,371508
8284,random,404474
8285,fixed,384805
8285,random,391037
8286,fixed,375441
8286,random,371714
8287,fixed,319908
8287,random,299568
8288,fixed,366511
8288,random,330784
8289,fixed,297980
8289,random,293160
8290,fixed,333649
8290,random,366973
8291,fixed,453942
8291,random,413681
8292,fixed,412589
8292,random,297348
8293,fixed,299044
8293,random,293023
8294,fixed,293727
8294,random,296503
8295,fixed,293026
8295,random,293292
8296,fixed,293149
8296,random,300173
8297,fixed,293285
8297,random,293025
8298,fixed,298304
8298,random,293426
8299,fixed,293075
8299,random,293363
8300,fixed,296453
8300,random,293393
8301,fixed,293471
8301,random,295489
8302,fixed,292961
8302,random,292758
8303,fixed,295472
8303,random,292600
8304,fixed,292929
8304,random,292660
8305,fixed,296582
8305,random,293300
8306,fixed,293003
8306,random,297616
8307,fixed,323200
8307,random,293878
8308,fixed,349988
8308,random,328398
8309,fixed,300597
8309,random,323554
8310,fixed,307731
8310,random,309146
8311,fixed,300163
8311,random,314546
8312,fixed,298000
8312,random,292421
8313,fixed,298264
8313,random,292397
8314,fixed,292334
8314,random,298644
8315,fixed,299781
8315,random,292977
8316,fixed,293515
8316,random,294864
8317,fixed,293166
8317,random,293142
8318,fixed,294639
8318,random,293434
8319,fixed,293014
8319,random,293716
8320,fixed,293061
8320,random,293548
8321,fixed,293141
8321,random,296341
8322,fixed,293706
8322,random,292660
8323,fixed,294465
8323,random,293200
8324,fixed,292621
8324,random,293043
8325,fixed,293943
8325,random,292688
8326,fixed,293116
8326,random,294369
8327,fixed,293191
8327,random,293270
8328,fixed,294711
8328,random,293052
8329,fixed,292985
8329,random,292972
8330,fixed,293897
8330,random,292906
8331,fixed,292793
8331,random,294355
8332,fixed,293559
8332,random,293583
8333,fixed,293290
8333,random,294055
8334,fixed,327127
8334,random,293467
8335,fixed,296906
8335,random,293273
8336,fixed,293031
8336,random,294257
8337,fixed,293347
8337,random,300799
8338,fixed,293387
8338,random,296858
8339,fixed,293469
8339,random,292787
8340,fixed,295664
8340,random,293073
8341,fixed,292588
8341,random,292721
8342,fixed,295757
8342,random,293109
8343,fixed,293039
8343,random,296167
8344,fixed,293299
8344,random,293539
8345,fixed,296975
8345,random,293042
8346,fixed,293637
8346,random,292944
8347,fixed,295302
8347,random,293203
8348,fixed,292913
8348,random,295594
8349,fixed,293295
8349,random,293288
8350,fixed,293303
8350,random,294980
8351,fixed,293020
8351,random,293027
8352,fixed,296635
8352,random,293058
8353,fixed,293073
8353,random,296438
8354,fixed,292843
8354,random,293632
8355,fixed,292720
8355,random,302860
8356,fixed,293164
8356,random,293299
8357,fixed,295515
8357,random,293544
8358,fixed,293196
8358,random,295983
8359,fixed,292813
8359,random,292378
8360,fixed,293361
8360,random,296068
8361,fixed,292884
8361,random,293614
8362,fixed,293771
8362,random,293063
8363,fixed,321711
8363,random,292175
8364,fixed,304471
8364,random,292730
8365,fixed,292745
8365,random,294267
8366,fixed,292851
8366,random,293203
8367,fixed,293688
8367,random,292858
8368,fixed,292869
8368,random,293086
8369,fixed,294338
8369,random,292808
8370,fixed,293427
8370,random,294478
8371,fixed,293047
8371,random,292982
8372,fixed,294672
8372,random,293110
8373,fixed,293438
8373,random,292563
8374,fixed,296944
8374,random,293717
8375,fixed,293477
8375,random,294716
8376,fixed,292752
8376,random,293182
8377,fixed,292792
8377,random,293801
8378,fixed,292911
8378,random,292530
8379,fixed,294584
8379,random,293032
8380,fixed,293297
8380,random,294465
8381,fixed,292370
8381,random,293026
8382,fixed,292696
8382,random,294118
8383,fixed,292815
8383,random,292670
8384,fixed,294375
8384,random,292449
8385,fixed,292669
8385,random,293302
8386,fixed,294115
8386,random,293143
8387,fixed,293539
8387,random,293794
8388,fixed,293221
8388,random,292922
8389,fixed,293252
8389,random,292620
8390,fixed,292953
8390,random,317246
8391,fixed,296955
8391,random,293094
8392,fixed,293243
8392,random,295496
8393,fixed,294532
8393,random,292725
8394,fixed,293840
8394,random,293573
8395,fixed,292891
8395,random,292927
8396,fixed,294327
8396,random,293219
8397,fixed,293559
8397,random,294147
8398,fixed,292335
8398,random,293016
8399,fixed,292892
8399,random,293986
8400,fixed,292371
8400,random,292882
8401,fixed,293695
8401,random,292672
8402,fixed,293140
8402,random,292638
8403,fixed,294434
8403,random,293075
8404,fixed,293553
8404,random,294438
8405,fixed,292793
8405,random,292524
8406,fixed,294418
8406,random,293274
8407,fixed,293414
8407,random,293107
8408,fixed,294024
8408,random,293266
8409,fixed,292841
8409,random,294522
8410,fixed,293291
8410,random,292727
8411,fixed,293231
8411,random,293725
8412,fixed,293209
8412,random,292974
8413,fixed,294075
8413,random,293009
8414,fixed,293075
8414,random,294223
8415,fixed,293411
8415,random,293263
8416,fixed,293131
8416,random,294053
8417,fixed,292876
8417,random,292540
8418,fixed,293832
8418,random,292617
8419,fixed,292730
8419,random,317892
8420,fixed,295569
8420,random,292599
8421,fixed,292980
8421,random,293894
8422,fixed,293705
8422,random,292803
8423,fixed,294739
8423,random,292813
8424,fixed,292899
8424,random,292640
8425,fixed,294115
8425,random,293036
8426,fixed,292647
8426,random,294929
8427,fixed,292971
8427,random,292791
8428,fixed,293149
8428,random,295340
8429,fixed,293068
8429,random,293059
8430,fixed,294284
8430,random,293628
8431,fixed,293679
8431,random,295069
8432,fixed,293176
8432,random,293783
8433,fixed,293558
8433,random,295050
8434,fixed,292931
8434,random,293631
8435,fixed,296948
8435,random,292875
8436,fixed,292374
8436,random,292043
8437,fixed,315695
8437,random,377529
8438,fixed,320961
8438,random,301745
8439,fixed,293411
8439,random,293212
8440,fixed,295947
8440,random,295984
8441,fixed,293496
8441,random,296527
8442,fixed,293080
8442,random,292846
8443,fixed,292995
8443,random,296350
8444,fixed,293153
8444,random,293099
8445,fixed,295960
8445,random,293571
8446,fixed,293087
8446,random,317281
8447,fixed,293296
8447,random,293068
8448,fixed,293095
8448,random,296800
8449,fixed,293061
8449,random,293476
8450,fixed,299335
8450,random,295915
8451,fixed,293200
8451,random,293075
8452,fixed,296773
8452,random,293337
8453,fixed,293771
8453,random,295213
8454,fixed,292972
8454,random,293220
8455,fixed,294172
8455,random,293628
8456,fixed,293078
8456,random,293120
8457,fixed,294671
8457,random,292909
8458,fixed,292985
8458,random,294008
8459,fixed,293169
8459,random,293347
8460,fixed,292979
8460,random,294786
8461,fixed,293471
8461,random,293693
8462,fixed,294563
8462,random,293380
8463,fixed,292921
8463,random,294824
8464,fixed,292849
8464,random,292865
8465,fixed,293101
8465,random,294551
8466,fixed,292885
8466,random,293590
8467,fixed,294342
8467,random,292862
8468,fixed,293147
8468,random,292810
8469,fixed,294166
8469,random,292860
8470,fixed,292800
8470,random,294431
8471,fixed,293193
8471,random,292974
8472,fixed,306044
8472,random,293292
8473,fixed,292894
8473,random,292925
8474,fixed,294168
8474,random,293286
8475,fixed,293195
8475,random,307424
8476,fixed,306972
8476,random,292982
8477,fixed,297091
8477,random,291949
8478,fixed,294130
8478,random,292643
8479,fixed,294440
8479,random,293283
8480,fixed,293118
8480,random,294005
8481,fixed,292913
8481,random,292584
8482,fixed,293010
8482,random,294319
8483,fixed,293396
8483,random,293471
8484,fixed,295188
8484,random,293330
8485,fixed,293083
8485,random,300324
8486,fixed,293568
8486,random,292869
8487,fixed,293313
8487,random,294391
8488,fixed,293265
8488,random,293238
8489,fixed,294029
8489,random,293361
8490,fixed,293291
8490,random,293509
8491,fixed,294340
8491,random,293548
8492,fixed,293525
8492,random,294306
8493,fixed,293126
8493,random,293169
8494,fixed,294306
8494,random,292265
8495,fixed,292741
8495,random,292436
8496,fixed,294425
8496,random,292901
8497,fixed,293257
8497,random,294511
8498,fixed,292743
8498,random,293159
8499,fixed,292750
8499,random,294219
8500,fixed,293277
8500,random,292794
8501,fixed,294306
8501,random,293118
8502,fixed,292963
8502,random,294072
8503,fixed,321782
8503,random,292635
8504,fixed,293448
8504,random,295108
8505,fixed,292839
8505,random,292498
8506,fixed,294058
8506,random,292874
8507,fixed,293149
8507,random,294059
8508,fixed,292597
8508,random,292767
8509,fixed,292385
8509,random,294674
8510,fixed,292981
8510,random,293070
8511,fixed,294275
8511,random,292725
8512,fixed,293176
8512,random,293226
8513,fixed,294842
8513,random,292860
8514,fixed,293264
8514,random,293867
8515,fixed,293056
8515,random,293567
8516,fixed,293944
8516,random,292637
8517,fixed,292754
8517,random,292886
8518,fixed,294280
8518,random,293200
8519,fixed,293176
8519,random,294515
8520,fixed,292447
8520,random,292824
8521,fixed,292815
8521,random,294304
8522,fixed,293258
8522,random,293277
8523,fixed,294134
8523,random,292811
8524,fixed,293039
8524,random,293685
8525,fixed,293500
8525,random,293157
8526,fixed,293453
8526,random,293867
8527,fixed,293436
8527,random,292698
8528,fixed,294344
8528,random,293161
8529,fixed,293116
8529,random,293262
8530,fixed,294109
8530,random,293078
8531,fixed,293428
8531,random,294282
8532,fixed,292922
8532,random,309912
8533,fixed,316801
8533,random,299248
8534,fixed,333055
8534,random,317781
8535,fixed,301953
8535,random,293265
8536,fixed,293446
8536,random,306582
8537,fixed,293776
8537,random,292781
8538,fixed,300655
8538,random,301649
8539,fixed,292950
8539,random,293110
8540,fixed,320708
8540,random,293579
8541,fixed,293615
8541,random,297618
8542,fixed,292779
8542,random,293416
8543,fixed,344112
8543,random,298851
8544,fixed,300478
8544,random,295124
8545,fixed,293027
8545,random,293188
8546,fixed,293470
8546,random,295841
8547,fixed,292612
8547,random,293194
8548,fixed,295036
8548,random,292879
8549,fixed,292429
8549,random,293421
8550,fixed,295925
8550,random,292779
8551,fixed,293202
8551,random,294268
8552,fixed,293336
8552,random,293257
8553,fixed,294891
8553,random,292732
8554,fixed,293503
8554,random,292755
8555,fixed,294719
8555,random,292624
8556,fixed,293204
8556,random,294853
8557,fixed,292914
8557,random,292914
8558,fixed,293251
8558,random,294396
8559,fixed,292890
8559,random,293319
8560,fixed,297661
8560,random,292770
8561,fixed,315596
8561,random,306025
8562,fixed,305567
8562,random,309507
8563,fixed,345994
8563,random,306000
8564,fixed,324446
8564,random,292899
8565,fixed,304473
8565,random,293077
8566,fixed,292969
8566,random,296009
8567,fixed,293357
8567,random,292631
8568,fixed,308753
8568,random,300103
8569,fixed,293657
8569,random,292701
8570,fixed,297415
8570,random,293425
8571,fixed,293156
8571,random,296051
8572,fixed,292789
8572,random,292926
8573,fixed,292891
8573,random,294298
8574,fixed,292918
8574,random,293128
8575,fixed,294400
8575,random,293081
8576,fixed,293036
8576,random,294485
8577,fixed,292935
8577,random,293517
8578,fixed,292998
8578,random,294279
8579,fixed,293153
8579,random,292518
8580,fixed,429062
8580,random,293553
8581,fixed,293401
8581,random,295223
8582,fixed,292965
8582,random,292898
8583,fixed,292759
8583,random,294174
8584,fixed,293206
8584,random,314396
8585,fixed,411765
8585,random,326817
8586,fixed,293198
8586,random,297707
8587,fixed,296522
8587,random,320788
8588,fixed,298225
8588,random,355324
8589,fixed,389383
8589,random,315008
8590,fixed,343499
8590,random,307021
8591,fixed,300342
8591,random,293186
8592,fixed,293041
8592,random,297356
8593,fixed,293199
8593,random,293203
8594,fixed,292817
8594,random,316015
8595,fixed,309738
8595,random,309177
8596,fixed,299524
8596,random,293036
8597,fixed,293451
8597,random,297113
8598,fixed,293397
8598,random,293179
8599,fixed,293001
8599,random,303797
8600,fixed,293100
8600,random,293245
8601,fixed,297553
8601,random,293021
8602,fixed,293470
8602,random,297039
8603,fixed,293095
8603,random,293288
8604,fixed,293156
8604,random,296563
8605,fixed,293212
8605,random,293208
8606,fixed,296646
8606,random,292837
8607,fixed,293076
8607,random,292903
8608,fixed,303848
8608,random,293444
8609,fixed,293085
8609,random,295695
8610,fixed,293524
8610,random,293148
8611,fixed,296141
8611,random,292422
8612,fixed,292569
8612,random,292491
8613,fixed,295061
8613,random,291976
8614,fixed,292123
8614,random,295745
8615,fixed,292663
8615,random,293000
8616,fixed,315111
8616,random,314819
8617,fixed,302263
8617,random,334152
8618,fixed,322668
8618,random,292714
8619,fixed,293431
8619,random,297625
8620,fixed,293070
8620,random,293435
8621,fixed,298339
8621,random,293306
8622,fixed,293368
8622,random,293173
8623,fixed,302935
8623,random,293304
8624,fixed,293488
8624,random,298462
8625,fixed,293081
8625,random,292580
8626,fixed,293306
8626,random,297273
8627,fixed,293270
8627,random,292970
8628,fixed,307373
8628,random,293626
8629,fixed,292828
8629,random,296817
8630,fixed,293471
8630,random,293406
8631,fixed,292775
8631,random,295814
8632,fixed,292128
8632,random,291801
8633,fixed,294268
8633,random,292833
8634,fixed,293124
8634,random,294458
8635,fixed,292992
8635,random,293018
8636,fixed,292973
8636,random,405192
8637,fixed,292886
8637,random,293245
8638,fixed,294131
8638,random,293182
8639,fixed,293048
8639,random,295848
8640,fixed,292965
8640,random,293578
8641,fixed,293042
8641,random,294116
8642,fixed,292463
8642,random,293431
8643,fixed,325487
8643,random,296457
8644,fixed,361576
8644,random,368267
8645,fixed,318662
8645,random,312321
8646,fixed,318720
8646,random,293057
8647,fixed,293297
8647,random,297394
8648,fixed,293133
8648,random,293136
8649,fixed,292971
8649,random,303960
8650,fixed,294120
8650,random,296743
8651,fixed,318376
8651,random,309783
8652,fixed,293379
8652,random,296581
8653,fixed,293067
8653,random,293122
8654,fixed,292401
8654,random,304883
8655,fixed,293328
8655,random,293833
8656,fixed,296691
8656,random,292319
8657,fixed,292709
8657,random,292409
8658,fixed,293527
8658,random,293305
8659,fixed,292273
8659,random,294195
8660,fixed,292922
8660,random,293385
8661,fixed,294278
8661,random,293573
8662,fixed,293094
8662,random,293674
8663,fixed,397978
8663,random,293538
8664,fixed,293302
8664,random,294268
8665,fixed,293032
8665,random,293145
8666,fixed,293949
8666,random,293221
8667,fixed,292854
8667,random,292890
8668,fixed,294077
8668,random,292839
8669,fixed,293140
8669,random,294310
8670,fixed,293374
8670,random,293194
8671,fixed,295490
8671,random,325418
8672,fixed,312720
8672,random,388315
8673,fixed,331309
8673,random,347877
8674,fixed,318760
8674,random,307470
8675,fixed,303279
8675,random,300302
8676,fixed,304977
8676,random,298028
8677,fixed,293315
8677,random,329009
8678,fixed,358888
8678,random,316675
8679,fixed,299686
8679,random,293193
8680,fixed,293192
8680,random,299152
8681,fixed,293507
8681,random,293538
8682,fixed,293255
8682,random,303943
8683,fixed,293069
8683,random,293613
8684,fixed,295563
8684,random,293406
8685,fixed,293211
8685,random,293284
8686,fixed,296324
8686,random,292652
8687,fixed,293168
8687,random,296394
8688,fixed,293382
8688,random,293238
8689,fixed,295673
8689,random,293110
8690,fixed,293021
8690,random,293204
8691,fixed,403034
8691,random,293401
8692,fixed,292979
8692,random,297872
8693,fixed,293526
8693,random,293084
8694,fixed,294207
8694,random,293100
8695,fixed,292837
8695,random,295913
8696,fixed,293144
8696,random,292778
8697,fixed,292492
8697,random,294429
8698,fixed,324929
8698,random,320436
8699,fixed,407832
8699,random,341020
8700,fixed,326365
8700,random,322373
8701,fixed,293757
8701,random,313336
8702,fixed,313994
8702,random,307934
8703,fixed,298173
8703,random,306716
8704,fixed,292712
8704,random,300445
8705,fixed,363249
8705,random,323027
8706,fixed,293011
8706,random,293254
8707,fixed,297856
8707,random,293056
8708,fixed,293157
8708,random,298273
8709,fixed,293065
8709,random,293168
8710,fixed,298962
8710,random,298460
8711,fixed,293450
8711,random,293226
8712,fixed,296528
8712,random,293407
8713,fixed,292935
8713,random,296605
8714,fixed,292979
8714,random,293184
8715,fixed,292882
8715,random,296181
8716,fixed,293329
8716,random,293031
8717,fixed,295718
8717,random,293096
8718,fixed,293003
8718,random,298535
8719,fixed,292685
8719,random,293096
8720,fixed,293010
8720,random,295302
8721,fixed,292866
8721,random,293414
8722,fixed,294483
8722,random,292879
8723,fixed,292961
8723,random,292934
8724,fixed,294552
8724,random,292996
8725,fixed,293371
8725,random,294758
8726,fixed,322509
8726,random,299481
8727,fixed,375970
8727,random,340133
8728,fixed,335342
8728,random,298228
8729,fixed,293031
8729,random,292965
8730,fixed,297029
8730,random,293183
8731,fixed,293313
8731,random,292566
8732,fixed,303709
8732,random,316613
8733,fixed,351575
8733,random,317153
8734,fixed,293390
8734,random,293515
8735,fixed,298762
8735,random,293274
8736,fixed,292888
8736,random,293100
8737,fixed,299865
8737,random,293333
8738,fixed,292878
8738,random,305470
8739,fixed,293174
8739,random,292975
8740,fixed,294866
8740,random,292685
8741,fixed,293239
8741,random,292563
8742,fixed,294531
8742,random,292701
8743,fixed,293359
8743,random,295446
8744,fixed,292441
8744,random,293066
8745,fixed,293308
8745,random,396840
8746,fixed,293152
8746,random,293117
8747,fixed,293855
8747,random,293300
8748,fixed,293059
8748,random,294388
8749,fixed,292639
8749,random,293076
8750,fixed,293829
8750,random,293426
8751,fixed,293000
8751,random,293144
8752,fixed,293960
8752,random,304816
8753,fixed,311943
8753,random,337790
8754,fixed,377960
8754,random,314306
8755,fixed,306083
8755,random,296005
8756,fixed,308440
8756,random,299125
8757,fixed,293448
8757,random,292894
8758,fixed,293306
8758,random,304272
8759,fixed,292713
8759,random,293383
8760,fixed,320930
8760,random,354704
8761,fixed,306550
8761,random,299556
8762,fixed,292326
8762,random,292640
8763,fixed,292514
8763,random,298179
8764,fixed,293162
8764,random,293732
8765,fixed,305121
8765,random,293098
8766,fixed,293113
8766,random,295372
8767,fixed,293313
8767,random,293292
8768,fixed,293176
8768,random,295298
8769,fixed,292682
8769,random,293485
8770,fixed,294086
8770,random,293009
8771,fixed,293071
8771,random,294837
8772,fixed,293456
8772,random,293064
8773,fixed,293325
8773,random,397345
8774,fixed,293358
8774,random,293452
8775,fixed,294414
8775,random,292812
8776,fixed,292831
8776,random,294480
8777,fixed,293348
8777,random,293475
8778,fixed,292836
8778,random,293598
8779,fixed,293028
8779,random,293333
8780,fixed,295153
8780,random,293222
8781,fixed,321621
8781,random,299840
8782,fixed,378011
8782,random,355884
8783,fixed,310173
8783,random,316185
8784,fixed,293723
8784,random,293054
8785,fixed,297159
8785,random,293164
8786,fixed,292918
8786,random,297761
8787,fixed,293085
8787,random,319273
8788,fixed,357115
8788,random,303030
8789,fixed,293061
8789,random,299111
8790,fixed,292884
8790,random,293442
8791,fixed,293092
8791,random,297919
8792,fixed,292746
8792,random,292896
8793,fixed,296260
8793,random,292872
8794,fixed,292615
8794,random,293106
8795,fixed,306916
8795,random,293097
8796,fixed,293274
8796,random,295777
8797,fixed,293224
8797,random,292877
8798,fixed,294239
8798,random,293013
8799,fixed,292903
8799,random,293117
8800,fixed,294552
8800,random,292975
8801,fixed,293144
8801,random,294354
8802,fixed,292588
8802,random,292834
8803,fixed,293037
8803,random,294221
8804,fixed,292878
