run,type,time_ns
38643,fixed,293220
38643,random,294617
38644,fixed,293351
38644,random,292846
38645,fixed,292982
38645,random,294102
38646,fixed,293102
38646,random,293063
38647,fixed,294311
38647,random,293011
38648,fixed,293110
38648,random,293277
38649,fixed,294360
38649,random,292987
38650,fixed,292833
38650,random,293570
38651,fixed,292082
38651,random,296539
38652,fixed,294917
38652,random,292598
38653,fixed,293155
38653,random,292496
38654,fixed,294264
38654,random,293296
38655,fixed,292936
38655,random,294116
38656,fixed,292925
38656,random,292970
38657,fixed,292813
38657,random,294122
38658,fixed,293438
38658,random,293732
38659,fixed,294608
38659,random,293135
38660,fixed,292622
38660,random,294170
38661,fixed,293901
38661,random,336128
38662,fixed,310628
38662,random,304730
38663,fixed,301160
38663,random,296076
38664,fixed,316551
38664,random,293499
38665,fixed,300895
38665,random,297787
38666,fixed,325949
38666,random,292873
38667,fixed,388786
38667,random,296438
38668,fixed,293608
38668,random,293223
38669,fixed,297079
38669,random,292863
38670,fixed,292395
38670,random,295733
38671,fixed,293250
38671,random,293027
38672,fixed,294348
38672,random,292782
38673,fixed,292413
38673,random,292823
38674,fixed,294676
38674,random,292473
38675,fixed,292584
38675,random,294054
38676,fixed,293315
38676,random,293154
38677,fixed,293650
38677,random,294751
38678,fixed,293267
38678,random,306583
38679,fixed,326449
38679,random,351463
38680,fixed,354850
38680,random,413191
38681,fixed,345645
38681,random,325161
38682,fixed,293524
38682,random,293901
38683,fixed,294093
38683,random,310791
38684,fixed,308707
38684,random,306206
38685,fixed,318700
38685,random,304157
38686,fixed,300507
38686,random,320040
38687,fixed,309892
38687,random,304997
38688,fixed,301786
38688,random,294588
38689,fixed,322083
38689,random,304127
38690,fixed,320088
38690,random,308588
38691,fixed,306835
38691,random,306759
38692,fixed,298713
38692,random,293103
38693,fixed,296503
38693,random,296990
38694,fixed,300915
38694,random,294781
38695,fixed,296003
38695,random,293620
38696,fixed,293497
38696,random,297553
38697,fixed,293517
38697,random,293269
38698,fixed,296994
38698,random,293029
38699,fixed,293305
38699,random,292856
38700,fixed,296489
38700,random,303914
38701,fixed,292387
38701,random,295513
38702,fixed,293270
38702,random,293248
38703,fixed,293572
38703,random,294707
38704,fixed,293762
38704,random,293446
38705,fixed,294536
38705,random,292814
38706,fixed,293272
38706,random,398409
38707,fixed,293134
38707,random,293144
38708,fixed,294231
38708,random,292612
38709,fixed,292772
38709,random,292809
38710,fixed,294015
38710,random,292217
38711,fixed,292646
38711,random,293683
38712,fixed,292951
38712,random,293234
38713,fixed,292961
38713,random,294209
38714,fixed,293454
38714,random,293091
38715,fixed,294226
38715,random,292867
38716,fixed,292463
38716,random,295159
38717,fixed,292375
38717,random,292840
38718,fixed,293059
38718,random,306612
38719,fixed,292400
38719,random,292777
38720,fixed,294164
38720,random,292590
38721,fixed,292837
38721,random,293550
38722,fixed,294286
38722,random,292895
38723,fixed,292712
38723,random,294198
38724,fixed,293299
38724,random,293269
38725,fixed,294197
38725,random,292476
38726,fixed,293145
38726,random,293291
38727,fixed,294172
38727,random,292822
38728,fixed,293105
38728,random,294228
38729,fixed,293124
38729,random,292520
38730,fixed,292641
38730,random,294402
38731,fixed,292876
38731,random,293017
38732,fixed,294016
38732,random,292892
38733,fixed,292920
38733,random,294250
38734,fixed,293009
38734,random,292685
38735,fixed,293263
38735,random,294876
38736,fixed,293093
38736,random,293461
38737,fixed,294767
38737,random,293189
38738,fixed,293205
38738,random,293204
38739,fixed,294016
38739,random,292386
38740,fixed,292498
38740,random,294254
38741,fixed,295120
38741,random,292794
38742,fixed,294233
38742,random,292628
38743,fixed,293184
38743,random,293407
38744,fixed,293870
38744,random,292506
38745,fixed,292870
38745,random,294521
38746,fixed,293109
38746,random,293455
38747,fixed,293467
38747,random,294212
38748,fixed,292906
38748,random,293126
38749,fixed,295333
38749,random,292771
38750,fixed,292582
38750,random,294554
38751,fixed,292483
38751,random,293130
38752,fixed,293591
38752,random,294468
38753,fixed,293354
38753,random,293069
38754,fixed,293518
38754,random,293183
38755,fixed,292586
38755,random,292800
38756,fixed,294153
38756,random,293107
38757,fixed,293164
38757,random,294062
38758,fixed,293055
38758,random,292940
38759,fixed,294699
38759,random,292740
38760,fixed,292492
38760,random,292334
38761,fixed,294150
38761,random,293383
38762,fixed,293125
38762,random,293685
38763,fixed,292396
38763,random,292873
38764,fixed,293125
38764,random,294463
38765,fixed,292803
38765,random,292777
38766,fixed,294325
38766,random,292941
38767,fixed,293065
38767,random,294808
38768,fixed,293528
38768,random,292950
38769,fixed,293397
38769,random,294570
38770,fixed,293318
38770,random,293395
38771,fixed,295399
38771,random,292713
38772,fixed,292735
38772,random,292843
38773,fixed,293738
38773,random,292708
38774,fixed,292976
38774,random,294300
38775,fixed,293058
38775,random,293229
38776,fixed,294358
38776,random,292653
38777,fixed,292893
38777,random,293201
38778,fixed,294261
38778,random,293200
38779,fixed,293494
38779,random,294137
38780,fixed,293435
38780,random,293306
38781,fixed,293236
38781,random,294020
38782,fixed,292997
38782,random,293509
38783,fixed,294479
38783,random,293181
38784,fixed,293320
38784,random,294466
38785,fixed,292756
38785,random,293011
38786,fixed,293022
38786,random,293886
38787,fixed,292806
38787,random,293405
38788,fixed,294487
38788,random,293297
38789,fixed,293404
38789,random,293263
38790,fixed,294450
38790,random,293465
38791,fixed,293482
38791,random,294566
38792,fixed,293033
38792,random,292885
38793,fixed,294890
38793,random,293058
38794,fixed,293215
38794,random,292942
38795,fixed,293994
38795,random,293283
38796,fixed,293152
38796,random,294392
38797,fixed,293025
38797,random,293014
38798,fixed,293156
38798,random,294800
38799,fixed,293400
38799,random,293128
38800,fixed,294277
38800,random,336917
38801,fixed,293124
38801,random,295005
38802,fixed,292867
38802,random,293301
38803,fixed,293507
38803,random,294492
38804,fixed,293153
38804,random,293005
38805,fixed,294352
38805,random,292969
38806,fixed,293078
38806,random,293120
38807,fixed,293946
38807,random,293083
38808,fixed,292912
38808,random,293969
38809,fixed,292836
38809,random,293027
38810,fixed,294509
38810,random,293529
38811,fixed,293428
38811,random,293395
38812,fixed,293519
38812,random,292583
38813,fixed,292557
38813,random,294041
38814,fixed,293538
38814,random,293353
38815,fixed,293959
38815,random,294448
38816,fixed,293500
38816,random,293410
38817,fixed,294246
38817,random,293667
38818,fixed,293645
38818,random,294612
38819,fixed,293112
38819,random,293289
38820,fixed,293543
38820,random,294583
38821,fixed,293208
38821,random,293359
38822,fixed,294746
38822,random,293277
38823,fixed,293130
38823,random,293179
38824,fixed,293853
38824,random,292776
38825,fixed,292656
38825,random,294046
38826,fixed,293599
38826,random,292979
38827,fixed,294013
38827,random,292777
38828,fixed,292904
38828,random,293199
38829,fixed,294121
38829,random,293096
38830,fixed,292954
38830,random,294013
38831,fixed,292500
38831,random,292863
38832,fixed,293142
38832,random,294186
38833,fixed,292847
38833,random,293225
38834,fixed,294012
38834,random,293214
38835,fixed,292957
38835,random,294405
38836,fixed,293287
38836,random,292688
38837,fixed,292540
38837,random,294036
38838,fixed,293417
38838,random,293646
38839,fixed,294023
38839,random,292142
38840,fixed,292740
38840,random,292875
38841,fixed,294599
38841,random,293453
38842,fixed,293097
38842,random,294303
38843,fixed,292758
38843,random,293381
38844,fixed,294563
38844,random,292322
38845,fixed,292208
38845,random,292048
38846,fixed,293460
38846,random,292654
38847,fixed,292841
38847,random,294162
38848,fixed,293044
38848,random,292974
38849,fixed,293399
38849,random,294957
38850,fixed,293525
38850,random,293130
38851,fixed,294002
38851,random,293140
38852,fixed,293001
38852,random,294151
38853,fixed,292181
38853,random,292514
38854,fixed,292398
38854,random,293930
38855,fixed,293081
38855,random,293094
38856,fixed,294514
38856,random,292704
38857,fixed,292669
38857,random,292838
38858,fixed,293618
38858,random,292726
38859,fixed,292873
38859,random,294431
38860,fixed,293206
38860,random,293782
38861,fixed,294653
38861,random,292780
38862,fixed,293062
38862,random,292508
38863,fixed,294023
38863,random,292807
38864,fixed,292945
38864,random,294370
38865,fixed,292877
38865,random,292838
38866,fixed,292848
38866,random,294268
38867,fixed,293345
38867,random,292976
38868,fixed,293986
38868,random,292773
38869,fixed,292851
38869,random,294213
38870,fixed,293136
38870,random,292899
38871,fixed,326379
38871,random,315665
38872,fixed,293242
38872,random,292961
38873,fixed,295544
38873,random,293447
38874,fixed,293220
38874,random,295415
38875,fixed,293124
38875,random,293295
38876,fixed,292923
38876,random,302273
38877,fixed,293300
38877,random,293285
38878,fixed,300620
38878,random,293327
38879,fixed,292454
38879,random,292776
38880,fixed,295897
38880,random,292663
38881,fixed,293007
38881,random,294560
38882,fixed,293385
38882,random,293201
38883,fixed,295080
38883,random,293073
38884,fixed,293506
38884,random,293107
38885,fixed,298704
38885,random,293569
38886,fixed,293134
38886,random,298972
38887,fixed,293142
38887,random,293120
38888,fixed,293474
38888,random,295233
38889,fixed,293306
38889,random,293026
38890,fixed,295575
38890,random,292792
38891,fixed,293123
38891,random,297438
38892,fixed,293335
38892,random,293175
38893,fixed,293071
38893,random,296984
38894,fixed,293018
38894,random,292989
38895,fixed,294191
38895,random,293092
38896,fixed,293165
38896,random,292990
38897,fixed,293636
38897,random,292618
38898,fixed,292675
38898,random,294609
38899,fixed,293009
38899,random,292887
38900,fixed,294203
38900,random,293081
38901,fixed,293163
38901,random,293068
38902,fixed,294715
38902,random,292932
38903,fixed,293217
38903,random,294383
38904,fixed,293220
38904,random,292854
38905,fixed,292732
38905,random,295102
38906,fixed,293184
38906,random,293444
38907,fixed,294184
38907,random,292439
38908,fixed,292947
38908,random,293970
38909,fixed,292929
38909,random,292893
38910,fixed,292445
38910,random,294273
38911,fixed,293572
38911,random,293590
38912,fixed,294204
38912,random,293417
38913,fixed,293124
38913,random,293326
38914,fixed,294042
38914,random,292978
38915,fixed,293111
38915,random,294736
38916,fixed,292771
38916,random,293035
38917,fixed,294054
38917,random,293208
38918,fixed,292803
38918,random,293086
38919,fixed,295030
38919,random,293124
38920,fixed,293047
38920,random,294731
38921,fixed,293209
38921,random,292970
38922,fixed,293088
38922,random,293909
38923,fixed,293195
38923,random,293199
38924,fixed,294161
38924,random,292639
38925,fixed,292498
38925,random,293803
38926,fixed,292946
38926,random,293013
38927,fixed,292985
38927,random,294040
38928,fixed,293324
38928,random,293445
38929,fixed,294421
38929,random,293105
38930,fixed,292397
38930,random,292789
38931,fixed,294381
38931,random,293353
38932,fixed,293753
38932,random,295645
38933,fixed,293034
38933,random,293166
38934,fixed,294310
38934,random,292918
38935,fixed,293769
38935,random,293782
38936,fixed,294359
38936,random,292901
38937,fixed,292797
38937,random,294072
38938,fixed,292825
38938,random,292804
38939,fixed,292832
38939,random,294301
38940,fixed,293591
38940,random,293497
38941,fixed,294716
38941,random,292897
38942,fixed,293212
38942,random,294719
38943,fixed,293002
38943,random,292927
38944,fixed,292739
38944,random,293931
38945,fixed,292827
38945,random,293095
38946,fixed,294285
38946,random,293077
38947,fixed,293266
38947,random,293314
38948,fixed,294113
38948,random,293341
38949,fixed,293077
38949,random,294320
38950,fixed,292309
38950,random,292585
38951,fixed,294316
38951,random,293596
38952,fixed,293361
38952,random,293920
38953,fixed,294335
38953,random,293051
38954,fixed,292726
38954,random,294227
38955,fixed,293199
38955,random,293178
38956,fixed,292673
38956,random,294130
38957,fixed,292651
38957,random,292766
38958,fixed,294230
38958,random,293604
38959,fixed,293073
38959,random,294566
38960,fixed,292718
38960,random,292558
38961,fixed,292350
38961,random,294289
38962,fixed,292682
38962,random,292557
38963,fixed,294080
38963,random,292634
38964,fixed,292884
38964,random,292867
38965,fixed,294607
38965,random,293046
38966,fixed,293108
38966,random,294256
38967,fixed,292332
38967,random,292056
38968,fixed,293409
38968,random,292839
38969,fixed,292817
38969,random,292983
38970,fixed,294765
38970,random,293176
38971,fixed,293247
38971,random,294404
38972,fixed,293098
38972,random,293512
38973,fixed,293120
38973,random,293992
38974,fixed,292938
38974,random,292977
38975,fixed,294382
38975,random,293167
38976,fixed,292983
38976,random,294322
38977,fixed,292290
38977,random,292818
38978,fixed,292531
38978,random,294176
38979,fixed,382211
38979,random,293295
38980,fixed,295184
38980,random,292946
38981,fixed,292960
38981,random,294234
38982,fixed,293064
38982,random,293252
38983,fixed,293076
38983,random,294174
38984,fixed,292880
38984,random,292916
38985,fixed,295438
38985,random,293445
38986,fixed,293378
38986,random,293194
38987,fixed,294641
38987,random,292707
38988,fixed,292942
38988,random,297874
38989,fixed,292886
38989,random,293159
38990,fixed,294671
38990,random,293060
38991,fixed,293847
38991,random,293447
38992,fixed,295689
38992,random,293154
38993,fixed,293542
38993,random,295073
38994,fixed,293269
38994,random,293458
38995,fixed,295096
38995,random,292863
38996,fixed,293003
38996,random,292598
38997,fixed,294603
38997,random,293377
38998,fixed,293583
38998,random,294154
38999,fixed,293054
38999,random,293435
39000,fixed,293094
39000,random,294346
39001,fixed,293150
39001,random,293018
39002,fixed,294324
39002,random,292896
39003,fixed,293117
39003,random,293434
39004,fixed,297459
39004,random,293165
39005,fixed,293547
39005,random,294708
39006,fixed,292880
39006,random,293020
39007,fixed,294330
39007,random,293933
39008,fixed,293447
39008,random,293294
39009,fixed,294278
39009,random,292933
39010,fixed,292965
39010,random,294823
39011,fixed,293209
39011,random,293287
39012,fixed,293662
39012,random,292513
39013,fixed,292866
39013,random,293396
39014,fixed,294188
39014,random,292780
39015,fixed,292502
39015,random,293935
39016,fixed,292927
39016,random,293525
39017,fixed,293497
39017,random,303600
39018,fixed,292863
39018,random,292689
39019,fixed,295057
39019,random,293358
39020,fixed,293067
39020,random,294227
39021,fixed,293041
39021,random,293102
39022,fixed,293267
39022,random,294273
39023,fixed,292838
39023,random,292742
39024,fixed,294806
39024,random,293124
39025,fixed,293387
39025,random,293344
39026,fixed,293782
39026,random,292858
39027,fixed,292989
39027,random,294253
39028,fixed,293149
39028,random,293421
39029,fixed,294601
39029,random,293349
39030,fixed,293536
39030,random,293444
39031,fixed,294231
39031,random,292776
39032,fixed,292764
39032,random,293893
39033,fixed,292662
39033,random,293086
39034,fixed,293299
39034,random,294381
39035,fixed,292821
39035,random,293039
39036,fixed,297060
39036,random,292904
39037,fixed,292797
39037,random,294229
39038,fixed,292609
39038,random,293082
39039,fixed,292827
39039,random,293907
39040,fixed,292907
39040,random,292767
39041,fixed,303314
39041,random,292751
39042,fixed,293696
39042,random,292995
39043,fixed,294118
39043,random,293060
39044,fixed,292830
39044,random,294792
39045,fixed,293477
39045,random,293039
39046,fixed,295424
39046,random,293210
39047,fixed,293194
39047,random,293399
39048,fixed,294295
39048,random,292911
39049,fixed,292828
39049,random,294139
39050,fixed,292887
39050,random,292525
39051,fixed,292857
39051,random,295136
39052,fixed,293789
39052,random,293612
39053,fixed,297175
39053,random,293045
39054,fixed,293181
39054,random,294661
39055,fixed,293106
39055,random,293492
39056,fixed,293000
39056,random,294223
39057,fixed,292669
39057,random,293158
39058,fixed,293991
39058,random,292998
39059,fixed,293431
39059,random,293414
39060,fixed,294372
39060,random,293299
39061,fixed,293434
39061,random,294392
39062,fixed,292998
39062,random,292989
39063,fixed,294173
39063,random,292995
39064,fixed,292390
39064,random,292758
39065,fixed,293911
39065,random,292603
39066,fixed,293107
39066,random,294552
39067,fixed,293257
39067,random,293268
39068,fixed,293683
39068,random,294448
39069,fixed,293173
39069,random,293296
39070,fixed,294395
39070,random,293193
39071,fixed,292838
39071,random,294336
39072,fixed,292967
39072,random,292901
39073,fixed,293463
39073,random,293986
39074,fixed,293007
39074,random,292865
39075,fixed,294138
39075,random,293257
39076,fixed,293549
39076,random,293317
39077,fixed,294029
39077,random,292514
39078,fixed,293005
39078,random,293969
39079,fixed,292843
39079,random,293242
39080,fixed,294519
39080,random,292926
39081,fixed,293420
39081,random,293735
39082,fixed,294054
39082,random,292711
39083,fixed,292640
39083,random,294002
39084,fixed,292857
39084,random,292854
39085,fixed,293580
39085,random,294346
39086,fixed,293027
39086,random,292693
39087,fixed,294141
39087,random,292904
39088,fixed,292916
39088,random,294737
39089,fixed,292851
39089,random,292844
39090,fixed,293068
39090,random,294434
39091,fixed,293315
39091,random,293443
39092,fixed,295053
39092,random,292878
39093,fixed,292386
39093,random,292677
39094,fixed,294719
39094,random,293033
39095,fixed,292862
39095,random,294257
39096,fixed,292628
39096,random,293058
39097,fixed,294553
39097,random,293046
39098,fixed,293042
39098,random,293055
39099,fixed,294132
39099,random,292482
39100,fixed,292999
39100,random,293992
39101,fixed,292976
39101,random,292879
39102,fixed,292695
39102,random,293988
39103,fixed,293638
39103,random,293339
39104,fixed,293874
39104,random,292606
39105,fixed,292514
39105,random,292613
39106,fixed,294077
39106,random,293047
39107,fixed,293041
39107,random,294451
39108,fixed,292828
39108,random,293009
39109,fixed,294030
39109,random,292988
39110,fixed,293359
39110,random,293457
39111,fixed,294406
39111,random,293026
39112,fixed,292989
39112,random,294162
39113,fixed,342055
39113,random,304561
39114,fixed,310246
39114,random,293150
39115,fixed,293047
39115,random,293718
39116,fixed,294285
39116,random,292954
39117,fixed,293477
39117,random,294194
39118,fixed,293086
39118,random,292933
39119,fixed,294009
39119,random,293307
39120,fixed,293758
39120,random,293040
39121,fixed,294038
39121,random,292878
39122,fixed,293151
39122,random,294368
39123,fixed,292451
39123,random,292748
39124,fixed,292449
39124,random,294244
39125,fixed,293090
39125,random,293267
39126,fixed,293888
39126,random,292907
39127,fixed,293322
39127,random,294501
39128,fixed,292748
39128,random,292546
39129,fixed,292811
39129,random,294426
39130,fixed,294105
39130,random,293635
39131,fixed,294310
39131,random,293223
39132,fixed,293313
39132,random,293120
39133,fixed,294071
39133,random,292887
39134,fixed,292755
39134,random,293890
39135,fixed,292949
39135,random,292869
39136,fixed,294678
39136,random,293128
39137,fixed,293061
39137,random,293378
39138,fixed,293881
39138,random,292384
39139,fixed,292316
39139,random,293744
39140,fixed,292683
39140,random,292694
39141,fixed,292649
39141,random,294163
39142,fixed,293583
39142,random,293187
39143,fixed,294405
39143,random,292899
39144,fixed,292890
39144,random,294376
39145,fixed,293274
39145,random,293172
39146,fixed,293163
39146,random,294499
39147,fixed,293535
39147,random,293086
39148,fixed,295244
39148,random,293518
39149,fixed,292913
39149,random,292736
39150,fixed,293636
39150,random,292643
39151,fixed,292412
39151,random,294055
39152,fixed,292877
39152,random,293143
39153,fixed,294148
39153,random,292311
39154,fixed,292510
39154,random,292687
39155,fixed,294096
39155,random,292979
39156,fixed,293001
39156,random,296905
39157,fixed,292901
39157,random,293387
39158,fixed,293304
39158,random,295157
39159,fixed,293073
39159,random,293250
39160,fixed,294331
39160,random,292891
39161,fixed,292854
39161,random,292966
39162,fixed,294105
39162,random,292674
39163,fixed,292633
39163,random,294358
39164,fixed,293078
39164,random,293126
39165,fixed,294007
39165,random,292992
39166,fixed,293145
39166,random,293133
39167,fixed,294157
39167,random,292988
39168,fixed,293143
39168,random,294266
39169,fixed,293305
39169,random,293662
39170,fixed,293240
39170,random,294712
39171,fixed,293405
39171,random,293031
39172,fixed,293990
39172,random,292373
39173,fixed,292576
39173,random,294002
39174,fixed,292694
39174,random,292699
39175,fixed,292869
39175,random,293979
39176,fixed,292632
39176,random,292594
39177,fixed,294139
39177,random,293050
39178,fixed,292580
39178,random,292678
39179,fixed,294203
39179,random,293223
39180,fixed,293237
39180,random,293995
39181,fixed,292841
39181,random,292689
39182,fixed,293677
39182,random,292408
39183,fixed,292711
39183,random,302163
39184,fixed,295512
39184,random,293340
39185,fixed,293366
39185,random,294090
39186,fixed,292223
39186,random,293035
39187,fixed,292650
39187,random,294166
39188,fixed,292936
39188,random,293301
39189,fixed,294489
39189,random,293177
39190,fixed,293355
39190,random,294079
39191,fixed,292933
39191,random,292814
39192,fixed,292737
39192,random,294193
39193,fixed,292746
39193,random,292899
39194,fixed,294181
39194,random,293266
39195,fixed,293317
39195,random,293662
39196,fixed,294033
39196,random,293185
39197,fixed,292652
39197,random,294499
39198,fixed,293368
39198,random,293291
39199,fixed,295021
39199,random,292626
39200,fixed,292429
39200,random,292326
39201,fixed,293644
39201,random,292481
39202,fixed,292450
39202,random,293806
39203,fixed,292819
39203,random,293451
39204,fixed,293196
39204,random,294310
39205,fixed,292938
39205,random,292512
39206,fixed,294259
39206,random,292995
39207,fixed,292519
39207,random,294666
39208,fixed,293092
39208,random,293095
39209,fixed,292950
39209,random,306591
39210,fixed,293563
39210,random,293046
39211,fixed,338208
39211,random,292803
39212,fixed,292872
39212,random,297114
39213,fixed,292782
39213,random,293027
39214,fixed,293368
39214,random,296049
39215,fixed,293029
39215,random,294423
39216,fixed,294570
39216,random,293317
39217,fixed,293159
39217,random,293184
39218,fixed,294740
39218,random,293290
39219,fixed,293050
39219,random,294050
39220,fixed,292208
39220,random,292248
39221,fixed,293397
39221,random,292890
39222,fixed,292970
39222,random,292764
39223,fixed,294362
39223,random,292651
39224,fixed,292914
39224,random,294082
39225,fixed,292558
39225,random,292841
39226,fixed,292614
39226,random,293955
39227,fixed,292824
39227,random,292596
39228,fixed,293938
39228,random,292996
39229,fixed,293387
39229,random,294121
39230,fixed,293275
39230,random,293215
39231,fixed,293160
39231,random,294130
39232,fixed,293186
39232,random,293351
39233,fixed,294214
39233,random,293456
39234,fixed,293173
39234,random,293271
39235,fixed,293692
39235,random,292693
39236,fixed,293054
39236,random,294518
39237,fixed,292841
39237,random,293037
39238,fixed,294222
39238,random,292627
39239,fixed,292406
39239,random,292726
39240,fixed,294524
39240,random,293043
39241,fixed,293174
39241,random,294495
39242,fixed,293272
39242,random,293515
39243,fixed,293298
39243,random,294666
39244,fixed,293333
39244,random,292789
39245,fixed,294148
39245,random,292676
39246,fixed,292635
39246,random,293998
39247,fixed,293121
39247,random,292959
39248,fixed,293217
39248,random,294521
39249,fixed,293265
39249,random,293314
39250,fixed,294328
39250,random,292503
39251,fixed,292426
39251,random,292528
39252,fixed,294485
39252,random,293160
39253,fixed,293393
39253,random,294338
39254,fixed,293342
39254,random,293522
39255,fixed,294663
39255,random,293117
39256,fixed,292802
39256,random,293235
39257,fixed,294398
39257,random,293423
39258,fixed,293265
39258,random,294591
39259,fixed,292290
39259,random,292128
39260,fixed,292239
39260,random,293758
39261,fixed,292460
39261,random,292590
39262,fixed,293978
39262,random,292889
39263,fixed,292719
39263,random,293990
39264,fixed,293033
39264,random,293112
39265,fixed,293333
39265,random,294257
39266,fixed,293052
39266,random,292907
39267,fixed,294105
39267,random,293401
39268,fixed,293691
39268,random,293637
39269,fixed,294603
39269,random,292925
39270,fixed,292885
39270,random,294189
39271,fixed,292857
39271,random,292716
39272,fixed,294031
39272,random,293143
39273,fixed,293040
39273,random,292943
39274,fixed,294719
39274,random,293378
39275,fixed,293564
39275,random,294667
39276,fixed,293137
39276,random,292783
39277,fixed,292762
39277,random,294177
39278,fixed,293125
39278,random,293355
39279,fixed,293931
39279,random,293256
39280,fixed,293017
39280,random,294458
39281,fixed,292963
39281,random,292945
39282,fixed,292912
39282,random,294727
39283,fixed,293601
39283,random,293327
39284,fixed,294283
39284,random,292848
39285,fixed,293146
39285,random,292797
39286,fixed,293610
39286,random,292901
39287,fixed,293325
39287,random,294295
39288,fixed,293471
39288,random,293037
39289,fixed,294544
39289,random,293051
39290,fixed,292961
39290,random,293196
39291,fixed,294382
39291,random,292861
39292,fixed,292941
39292,random,294378
39293,fixed,293483
39293,random,293385
39294,fixed,293398
39294,random,294340
39295,fixed,292905
39295,random,293264
39296,fixed,294291
39296,random,292910
39297,fixed,293071
39297,random,293851
39298,fixed,292768
39298,random,292968
39299,fixed,292816
39299,random,293871
39300,fixed,292492
39300,random,292404
39301,fixed,293917
39301,random,293177
39302,fixed,292983
39302,random,293463
39303,fixed,294236
39303,random,292811
39304,fixed,292882
39304,random,307752
39305,fixed,292711
39305,random,292311
39306,fixed,295268
39306,random,292661
39307,fixed,292745
39307,random,292846
39308,fixed,294382
39308,random,293225
39309,fixed,293255
39309,random,294350
39310,fixed,293085
39310,random,293246
39311,fixed,293088
39311,random,293476
39312,fixed,292521
39312,random,292572
39313,fixed,294010
39313,random,293337
39314,fixed,293327
39314,random,294695
39315,fixed,292647
39315,random,293042
39316,fixed,293179
39316,random,294331
39317,fixed,293343
39317,random,293223
39318,fixed,299401
39318,random,292893
39319,fixed,293630
39319,random,293333
39320,fixed,293810
39320,random,292751
39321,fixed,292551
39321,random,294401
39322,fixed,293587
39322,random,293570
39323,fixed,294637
39323,random,293037
39324,fixed,293015
39324,random,292758
39325,fixed,294441
39325,random,292977
39326,fixed,293154
39326,random,294386
39327,fixed,293351
39327,random,293160
39328,fixed,293067
39328,random,293715
39329,fixed,292437
39329,random,292844
39330,fixed,293777
39330,random,292620
39331,fixed,292349
39331,random,294145
39332,fixed,293287
39332,random,293193
39333,fixed,292860
39333,random,294181
39334,fixed,293076
39334,random,292887
39335,fixed,294369
39335,random,292881
39336,fixed,292934
39336,random,292771
39337,fixed,294044
39337,random,293302
39338,fixed,293089
39338,random,294144
39339,fixed,292750
39339,random,292580
39340,fixed,293861
39340,random,293341
39341,fixed,293435
39341,random,292874
39342,fixed,294196
39342,random,292977
39343,fixed,292737
39343,random,294474
39344,fixed,292878
39344,random,293306
39345,fixed,293087
39345,random,294084
39346,fixed,292926
39346,random,292971
39347,fixed,294104
39347,random,293628
39348,fixed,293475
39348,random,294333
39349,fixed,292525
39349,random,292456
39350,fixed,292617
39350,random,293640
39351,fixed,292263
39351,random,292980
39352,fixed,294162
39352,random,292742
39353,fixed,293257
39353,random,293110
39354,fixed,293704
39354,random,292246
39355,fixed,292714
39355,random,293798
39356,fixed,292902
39356,random,292976
39357,fixed,293114
39357,random,293355
39358,fixed,293007
39358,random,293322
39359,fixed,294036
39359,random,292807
39360,fixed,292949
39360,random,293884
39361,fixed,292754
39361,random,292819
39362,fixed,292962
39362,random,294266
39363,fixed,293051
39363,random,293538
39364,fixed,294622
39364,random,293562
39365,fixed,292846
39365,random,293715
39366,fixed,294352
39366,random,292844
39367,fixed,293282
39367,random,293621
39368,fixed,292765
39368,random,292608
39369,fixed,294323
39369,random,292899
39370,fixed,293132
39370,random,293082
39371,fixed,293751
39371,random,292997
39372,fixed,292985
39372,random,293658
39373,fixed,292679
39373,random,292987
39374,fixed,293188
39374,random,294173
39375,fixed,292974
39375,random,293164
39376,fixed,294588
39376,random,293570
39377,fixed,293745
39377,random,294417
39378,fixed,292810
39378,random,293141
39379,fixed,292900
39379,random,294094
39380,fixed,292807
39380,random,293137
39381,fixed,294277
39381,random,292921
39382,fixed,292786
39382,random,293153
39383,fixed,294328
39383,random,292571
39384,fixed,292980
39384,random,293909
39385,fixed,292641
39385,random,292337
39386,fixed,293570
39386,random,292641
39387,fixed,292854
39387,random,298481
39388,fixed,293656
39388,random,292785
39389,fixed,292849
39389,random,293599
39390,fixed,292605
39390,random,292673
39391,fixed,292558
39391,random,293876
39392,fixed,292813
39392,random,292985
39393,fixed,293920
39393,random,292968
39394,fixed,293449
39394,random,294315
39395,fixed,293281
39395,random,292930
39396,fixed,292746
39396,random,293988
39397,fixed,293032
39397,random,293030
39398,fixed,293957
39398,random,293435
39399,fixed,292931
39399,random,293709
39400,fixed,293558
39400,random,292928
39401,fixed,293070
39401,random,293785
39402,fixed,292649
39402,random,292677
39403,fixed,293785
39403,random,293035
39404,fixed,292853
39404,random,293502
39405,fixed,293967
39405,random,292644
39406,fixed,292529
39406,random,293791
39407,fixed,293137
39407,random,293149
39408,fixed,292729
39408,random,293779
39409,fixed,292871
39409,random,292728
39410,fixed,294111
39410,random,293099
39411,fixed,293080
39411,random,294130
39412,fixed,292316
39412,random,292883
39413,fixed,292430
39413,random,294430
39414,fixed,293048
39414,random,292632
39415,fixed,294242
39415,random,293084
39416,fixed,293061
39416,random,293061
39417,fixed,293943
39417,random,293202
39418,fixed,293079
39418,random,293816
39419,fixed,292834
39419,random,292794
