run,t_stat,p_value,cohens_d,fixed_mean_ns,random_mean_ns,fixed_std_ns,random_std_ns,significant,negligible
314,-0.071250,0.94319973,-0.001008,305902.90,305903.88,938.21,994.24,no,yes
315,-0.793278,0.42762806,-0.011219,293512.27,293552.91,2506.69,4467.29,no,yes
316,0.392966,0.69434847,0.005557,293467.77,293462.14,960.12,1064.82,no,yes
317,-0.579534,0.56223567,-0.008196,293247.15,293258.99,1345.60,1537.35,no,yes
318,-0.206253,0.83659543,-0.002917,293798.74,293816.66,6079.94,6209.79,no,yes
319,1.075494,0.28216672,0.015210,293277.26,293243.00,2382.51,2114.14,no,yes
320,-1.079993,0.28016072,-0.015273,293222.41,293240.15,868.49,1394.62,no,yes
321,1.225394,0.22044162,0.017330,293549.15,293528.43,1281.63,1103.57,no,yes
322,-0.476068,0.63403133,-0.006733,293407.13,293421.94,2148.85,2248.96,no,yes
323,-0.307462,0.75849531,-0.004348,293303.53,293313.81,1980.28,2694.58,no,yes
324,-1.007260,0.31382934,-0.014245,308683.66,308717.92,1170.97,3193.03,no,yes
325,-0.302457,0.76230659,-0.004277,293320.86,293327.51,1517.17,1591.27,no,yes
326,0.556411,0.57793612,0.007869,361885.01,361870.74,1804.74,1822.66,no,yes
327,0.152915,0.87846696,0.002163,293522.50,293518.98,1676.73,1580.33,no,yes
328,-0.372903,0.70922491,-0.005274,293421.00,293428.50,1204.53,1611.39,no,yes
329,-2.316785,0.02053401,-0.032764,293332.50,293445.73,974.34,4789.23,yes,yes
330,-0.949888,0.34218152,-0.013433,293420.14,293439.33,1202.28,1623.49,no,yes
331,0.834862,0.40380582,0.011807,293486.95,293442.28,4242.22,3259.71,no,yes
332,-1.587284,0.11246920,-0.022448,293196.48,293242.20,1336.53,2551.20,no,yes
333,-0.998460,0.31806991,-0.014120,293222.52,293254.89,1841.24,2668.49,no,yes
334,-0.103621,0.91747144,-0.001465,293180.87,293182.69,1355.84,1106.04,no,yes
335,1.468993,0.14185086,0.020775,302569.90,302541.81,1462.73,1230.90,no,yes
336,1.277076,0.20159074,0.018061,293608.64,293588.22,1221.21,1030.96,no,yes
337,-0.839678,0.40109894,-0.011875,293415.81,293427.56,946.22,1030.42,no,yes
338,0.349527,0.72669727,0.004943,293548.64,293538.85,1976.50,1985.44,no,yes
339,0.479638,0.63148977,0.006783,293341.88,293321.18,3189.89,2905.36,no,yes
340,-1.314559,0.18867586,-0.018591,293548.89,293569.27,841.27,1301.41,no,yes
341,-0.636726,0.52431057,-0.009005,293276.37,293297.37,2142.91,2506.46,no,yes
342,-0.367980,0.71289227,-0.005204,293453.26,293471.40,3478.91,3495.83,no,yes
343,-0.345599,0.72964783,-0.004888,293698.63,293708.14,1886.60,2004.52,no,yes
344,-0.678915,0.49720034,-0.009601,293578.34,293599.85,1869.58,2558.82,no,yes
345,-0.135395,0.89230131,-0.001915,293402.09,293404.33,1248.09,1090.61,no,yes
346,0.598114,0.54977148,0.008459,293479.35,293459.13,2814.21,1874.96,no,yes
347,1.267521,0.20498391,0.017925,293453.07,293427.00,1546.14,1355.81,no,yes
348,0.306496,0.75923009,0.004335,293407.83,293401.98,1293.67,1402.97,no,yes
349,2.106856,0.03514854,0.029795,293379.83,293268.18,4883.44,2057.91,yes,yes
350,-1.984279,0.04723904,-0.028062,293523.35,293548.42,790.72,985.00,yes,yes
351,-0.590001,0.55519693,-0.008344,293357.02,293387.44,3524.95,3763.33,no,yes
352,0.509685,0.61027780,0.007208,293315.06,293297.65,2578.79,2240.75,no,yes
353,0.984500,0.32488309,0.013923,294484.45,294451.30,2754.51,1936.47,no,yes
354,1.383359,0.16657125,0.019564,293539.14,293507.95,1781.98,1382.24,no,yes
355,1.214201,0.22468611,0.017171,293434.13,293411.46,1482.60,1134.96,no,yes
356,-0.402932,0.68700244,-0.005698,293593.19,293613.33,3113.90,3911.66,no,yes
357,0.462630,0.64363489,0.006543,293547.31,293525.42,3557.43,3118.52,no,yes
358,1.572810,0.11577995,0.022243,293566.87,293543.09,1210.34,905.95,no,yes
359,1.266422,0.20537770,0.017910,293650.53,293619.50,1949.65,1483.74,no,yes
360,1.228985,0.21909264,0.017380,293672.39,293642.10,1941.00,1517.87,no,yes
361,-1.001495,0.31660082,-0.014163,293381.95,293434.66,3051.67,4288.37,no,yes
362,-2.502281,0.01234769,-0.035388,293179.57,293216.70,969.99,1123.24,yes,yes
363,-1.240885,0.21466305,-0.017549,293312.04,293327.66,809.43,963.92,no,yes
364,0.092229,0.92651671,0.001304,293329.34,293328.01,1019.80,1011.74,no,yes
365,-1.186060,0.23561328,-0.016773,293476.65,293503.86,1427.08,1796.02,no,yes
366,-1.296621,0.19477677,-0.018337,293585.99,293611.15,1261.93,1474.06,no,yes
367,-0.495762,0.62006853,-0.007011,293307.42,293333.25,3060.91,4216.11,no,yes
368,0.259545,0.79521791,0.003671,293221.34,293215.78,1241.06,1742.55,no,yes
369,-0.645617,0.51853482,-0.009130,293454.88,293467.88,1316.73,1523.43,no,yes
370,-2.222348,0.02628013,-0.031429,293196.32,293309.25,1083.25,4964.61,yes,yes
371,1.304753,0.19199311,0.018452,301072.95,301034.03,2392.78,1781.47,no,yes
372,0.585496,0.55822125,0.008280,293641.17,293611.55,4023.25,3067.20,no,yes
373,-1.074922,0.28242642,-0.015202,293470.01,293493.34,1043.37,1903.19,no,yes
374,0.199183,0.84212195,0.002817,293629.32,293611.64,6613.26,5924.18,no,yes
375,0.056785,0.95471679,0.000803,293412.62,293411.78,1096.24,982.15,no,yes
376,0.627160,0.53056165,0.008869,293366.15,293350.57,1703.83,1807.25,no,yes
377,-1.486667,0.13711972,-0.021025,293540.09,293560.51,828.77,1095.02,no,yes
378,0.699131,0.48447923,0.009887,293256.14,293224.03,3710.71,2705.40,no,yes
379,-1.065107,0.28684034,-0.015063,308660.28,308679.76,1268.23,1317.42,no,yes
380,-0.322497,0.74707964,-0.004561,293317.21,293321.45,879.53,979.22,no,yes
381,-0.578636,0.56284178,-0.008183,293236.98,293256.10,2173.00,2490.88,no,yes
382,0.260871,0.79419440,0.003689,293336.08,293328.51,1994.41,2106.33,no,yes
383,-0.218841,0.82677623,-0.003095,293378.80,293389.80,3240.52,3845.16,no,yes
384,-0.650840,0.51515807,-0.009204,293396.63,293407.26,934.39,1339.96,no,yes
385,-0.643280,0.52005010,-0.009097,294772.75,294801.27,3228.62,3038.75,no,yes
386,-1.666994,0.09553828,-0.023575,294108.32,294177.87,1689.98,3814.05,no,yes
387,0.047262,0.96230527,0.000668,293793.96,293789.78,6165.75,6326.73,no,yes
388,0.624971,0.53199735,0.008838,293596.00,293587.94,939.99,882.95,no,yes
389,0.069490,0.94460039,0.000983,293316.68,293315.57,1281.90,945.78,no,yes
390,-0.631243,0.52788941,-0.008927,293314.49,293343.66,2792.61,3682.99,no,yes
391,0.246377,0.80539321,0.003484,293795.97,293774.66,6223.10,6002.94,no,yes
392,0.132242,0.89479406,0.001870,293638.87,293632.35,3521.87,3454.97,no,yes
393,0.083808,0.93320982,0.001185,293442.98,293438.67,3373.01,3886.45,no,yes
394,0.028778,0.97704183,0.000407,293428.49,293427.85,1540.16,1603.79,no,yes
395,0.131157,0.89565248,0.001855,293419.50,293417.07,1173.07,1433.38,no,yes
396,0.321140,0.74810789,0.004542,293568.83,293563.24,1401.16,1032.39,no,yes
397,0.928754,0.35302792,0.013135,293377.21,293365.44,967.77,818.92,no,yes
398,2.417976,0.01561782,0.034195,293480.12,293430.18,1763.01,1075.36,yes,yes
399,-0.296336,0.76697677,-0.004191,293385.61,293391.93,1355.29,1642.91,no,yes
400,0.351730,0.72504469,0.004974,293310.22,293290.65,4473.23,3306.50,no,yes
401,1.084803,0.27802418,0.015341,293691.99,293637.44,4229.71,2718.83,no,yes
402,1.017640,0.30886273,0.014392,293457.54,293405.29,4178.40,2983.67,no,yes
403,-0.309543,0.75691152,-0.004378,293315.83,293323.88,1645.08,2015.66,no,yes
404,0.739870,0.45938753,0.010463,293392.62,293379.10,1394.49,1180.55,no,yes
405,-0.235699,0.81366830,-0.003333,293306.34,293309.83,1068.33,1029.41,no,yes
406,0.113541,0.90960261,0.001606,293373.29,293369.19,2904.08,2152.47,no,yes
407,-0.156797,0.87540684,-0.002217,293208.03,293211.41,1090.85,1855.28,no,yes
408,-0.000730,0.99941720,-0.000010,293566.75,293566.81,6114.81,6275.23,no,yes
409,1.496879,0.13444298,0.021169,293231.35,293200.35,1733.45,1133.24,no,yes
410,0.105284,0.91615136,0.001489,293514.70,293511.80,1858.27,2034.98,no,yes
411,0.893281,0.37171759,0.012633,293228.82,293215.42,1086.05,1034.66,no,yes
412,0.062310,0.95031651,0.000881,293622.41,293616.93,6315.38,6112.64,no,yes
413,0.950973,0.34162968,0.013449,293575.33,293563.74,850.62,873.82,no,yes
414,-0.701983,0.48270155,-0.009928,293543.18,293558.33,880.14,1970.41,no,yes
415,-0.001086,0.99913316,-0.000015,293387.84,293387.90,3541.94,3932.63,no,yes
416,1.099439,0.27159013,0.015548,293339.94,293323.64,1143.70,943.14,no,yes
417,0.693974,0.48770655,0.009814,293369.58,293360.30,987.62,901.95,no,yes
418,-0.869051,0.38482967,-0.012290,293310.09,293322.47,986.12,1029.25,no,yes
419,1.586553,0.11263432,0.022437,293397.05,293327.13,3861.07,2124.07,no,yes
420,0.601729,0.54736154,0.008510,293418.99,293403.26,1884.95,1811.41,no,yes
421,0.447435,0.65456656,0.006328,293353.91,293332.60,3879.03,2767.11,no,yes
422,-0.128214,0.89798096,-0.001813,293404.45,293406.42,1003.61,1160.86,no,yes
423,0.290731,0.77126034,0.004112,293330.94,293314.49,4183.31,3812.00,no,yes
424,0.109613,0.91271747,0.001550,293702.28,293698.83,2378.41,2053.49,no,yes
425,-0.262284,0.79310530,-0.003709,293556.79,293563.50,1670.67,1937.76,no,yes
426,-0.276119,0.78245949,-0.003905,293323.00,293326.88,988.74,1002.04,no,yes
427,0.460548,0.64512822,0.006513,293533.26,293527.96,862.32,761.09,no,yes
428,0.363003,0.71660627,0.005134,299171.19,299165.83,1113.35,968.27,no,yes
429,0.548145,0.58359951,0.007752,293357.90,293342.08,2395.36,1610.93,no,yes
430,-0.746046,0.45564927,-0.010551,293269.49,293288.45,1470.92,2073.35,no,yes
431,0.174509,0.86146724,0.002468,293508.35,293505.07,1295.68,1363.97,no,yes
432,1.820811,0.06865610,0.025750,293376.94,293326.52,2485.89,1220.18,no,yes
433,-0.911058,0.36227615,-0.012884,293264.61,293294.77,2162.77,2505.83,no,yes
434,0.179538,0.85751732,0.002539,293434.75,293428.62,2686.82,2107.24,no,yes
435,-0.314103,0.75344592,-0.004442,293444.73,293453.96,1978.01,2172.38,no,yes
436,-0.506227,0.61270314,-0.007159,293627.33,293638.74,1444.86,1730.89,no,yes
437,0.238221,0.81171189,0.003369,293566.92,293561.96,1458.21,1487.48,no,yes
438,0.785088,0.43241184,0.011103,293228.76,293214.13,1488.22,1122.56,no,yes
439,-0.355842,0.72196309,-0.005032,293474.57,293486.53,1960.86,2728.73,no,yes
440,-0.083468,0.93348014,-0.001180,293582.45,293586.64,3515.47,3582.72,no,yes
441,1.093871,0.27402590,0.015470,293548.40,293506.99,3064.44,2223.16,no,yes
442,0.810749,0.41752018,0.011466,305809.62,305791.78,1779.12,1294.38,no,yes
443,-1.033254,0.30149989,-0.014612,293410.21,293430.87,1079.28,1683.19,no,yes
444,-0.546139,0.58497655,-0.007724,293224.84,293234.13,1094.49,1300.78,no,yes
445,0.016976,0.98645593,0.000240,293490.82,293490.32,1794.24,2367.60,no,yes
446,0.019141,0.98472912,0.000271,293232.01,293231.74,1039.44,926.36,no,yes
447,-0.943429,0.34547624,-0.013342,293536.30,293562.21,1334.34,2400.17,no,yes
448,-0.101349,0.91927447,-0.001433,293230.14,293233.22,2063.30,2223.15,no,yes
449,0.305972,0.75962947,0.004327,293374.30,293369.21,1187.88,1163.08,no,yes
450,-1.067546,0.28574079,-0.015097,293236.14,293258.43,1083.59,1784.32,no,yes
451,-0.819313,0.41261876,-0.011587,293167.29,293180.32,943.11,1280.42,no,yes
452,-0.463118,0.64328480,-0.006549,293245.11,293253.75,1384.77,1247.95,no,yes
453,0.941082,0.34667427,0.013309,293350.25,293336.29,1075.04,1021.83,no,yes
454,-0.371751,0.71008239,-0.005257,293447.47,293465.61,3435.94,3465.12,no,yes
455,0.754354,0.45064548,0.010668,293609.90,293595.46,1432.84,1269.62,no,yes
456,-1.215764,0.22409002,-0.017193,293169.98,293186.57,843.18,1072.39,no,yes
457,2.261744,0.02373010,0.031986,307437.89,307297.51,5822.22,2150.18,yes,yes
458,-0.432682,0.66525070,-0.006119,293183.06,293190.00,1093.97,1175.54,no,yes
459,0.289633,0.77209985,0.004096,293576.35,293571.91,1128.53,1036.95,no,yes
460,1.055469,0.29122432,0.014927,293482.97,293430.64,3933.87,3018.68,no,yes
461,1.117400,0.26384007,0.015802,293544.38,293479.35,5060.53,2874.70,no,yes
462,0.328477,0.74255462,0.004645,293533.02,293524.43,1891.63,1806.61,no,yes
463,0.041143,0.96718267,0.000582,293504.01,293501.73,4606.09,3085.66,no,yes
464,1.261365,0.20719285,0.017838,293646.54,293622.34,1503.29,1192.37,no,yes
465,-0.335954,0.73690877,-0.004751,293537.87,293542.83,1101.13,985.71,no,yes
466,-0.568056,0.57000355,-0.008034,293327.45,293340.18,1468.28,1692.41,no,yes
467,-2.258616,0.02392677,-0.031942,293329.83,293440.67,1068.94,4789.54,yes,yes
468,0.671916,0.50164500,0.009502,293456.15,293436.49,2271.01,1844.41,no,yes
469,0.465344,0.64169046,0.006581,293228.51,293217.75,1729.13,1535.61,no,yes
470,1.877380,0.06048214,0.026550,293458.63,293424.47,1481.64,1056.07,no,yes
471,0.135366,0.89232405,0.001914,293811.65,293799.43,6384.44,6380.24,no,yes
472,0.369945,0.71142763,0.005232,293454.93,293439.66,3349.04,2414.36,no,yes
473,0.612978,0.53989788,0.008669,293353.34,293343.27,1167.96,1156.69,no,yes
474,0.476200,0.63393807,0.006734,293473.71,293462.53,1330.24,1935.76,no,yes
475,-0.268364,0.78842158,-0.003795,293461.70,293465.46,955.69,1025.21,no,yes
476,0.011132,0.99111808,0.000157,293274.29,293273.71,3383.57,4052.43,no,yes
477,0.214973,0.82979087,0.003040,293428.96,293425.51,1128.44,1142.97,no,yes
478,1.101716,0.27059941,0.015581,293386.72,293362.40,1776.53,1309.84,no,yes
479,0.108357,0.91371349,0.001532,293405.49,293402.60,1848.50,1929.67,no,yes
480,-0.212503,0.83171649,-0.003005,293340.00,293346.92,2205.32,2397.80,no,yes
481,-0.402210,0.68753383,-0.005688,293351.71,293359.76,1413.36,1418.23,no,yes
482,0.346145,0.72923711,0.004895,293433.02,293428.22,1028.97,930.03,no,yes
483,-0.132745,0.89439673,-0.001877,293628.48,293632.38,2127.08,2017.67,no,yes
484,1.048566,0.29439114,0.014829,293313.18,293259.58,4024.64,3151.87,no,yes
485,0.400911,0.68849027,0.005670,293359.64,293353.67,1074.15,1032.81,no,yes
486,1.329018,0.18386049,0.018795,293652.57,293628.79,1530.93,926.06,no,yes
487,0.572543,0.56696042,0.008097,293331.12,293322.02,1182.81,1062.64,no,yes
488,0.822615,0.41073772,0.011634,293545.71,293533.09,1225.30,924.67,no,yes
489,1.648722,0.09922342,0.023316,293633.68,293556.76,3959.62,2467.83,no,yes
490,2.738148,0.00618502,0.038723,293576.23,293529.76,1427.59,918.08,yes,yes
491,1.721308,0.08521178,0.024343,293579.66,293554.29,1185.68,875.36,no,yes
492,-0.836522,0.40287337,-0.011830,293581.86,293621.71,2484.14,4064.88,no,yes
493,0.136085,0.89175541,0.001925,293219.76,293217.21,1426.16,1215.33,no,yes
494,0.383611,0.70127105,0.005425,293406.01,293401.01,932.03,911.77,no,yes
495,-0.821139,0.41157896,-0.011613,293442.39,293460.55,1177.87,1871.87,no,yes
496,-0.626390,0.53106626,-0.008858,293510.25,293524.63,1646.75,1597.86,no,yes
497,-0.695019,0.48705233,-0.009829,293548.94,293579.23,2536.94,3544.38,no,yes
498,0.559008,0.57616256,0.007906,293428.25,293399.07,3905.50,3464.46,no,yes
499,0.124548,0.90088239,0.001761,293320.97,293313.53,4671.91,3712.69,no,yes
500,0.186382,0.85214699,0.002636,293211.20,293206.06,2038.35,1856.66,no,yes
501,-0.621878,0.53402983,-0.008795,293355.77,293386.45,2776.23,4078.20,no,yes
502,0.124083,0.90125058,0.001755,293188.56,293186.56,1184.83,1095.38,no,yes
503,0.173712,0.86209398,0.002457,293597.17,293594.06,1126.86,1393.06,no,yes
504,-0.275445,0.78297749,-0.003895,293412.84,293425.92,3364.44,3354.70,no,yes
505,0.481650,0.63005962,0.006812,293690.48,293648.47,6264.67,6067.39,no,yes
506,1.329332,0.18375517,0.018800,293621.93,293582.90,2386.93,1709.82,no,yes
507,1.125864,0.26023923,0.015922,293456.15,293398.79,4341.82,2664.82,no,yes
508,0.267818,0.78884252,0.003788,293631.28,293617.74,3779.24,3358.78,no,yes
509,0.282574,0.77750664,0.003996,293598.46,293573.17,6397.12,6259.53,no,yes
510,-1.067437,0.28578941,-0.015096,293388.28,293405.26,864.84,1334.67,no,yes
511,-0.991532,0.32143842,-0.014022,293417.47,293433.46,1017.26,1251.84,no,yes
512,-0.916095,0.35963096,-0.012956,293603.84,293651.11,2598.27,4458.31,no,yes
513,-0.604874,0.54526982,-0.008554,293318.86,293332.72,1389.13,1822.32,no,yes
514,1.668859,0.09516288,0.023601,293434.19,293405.66,1402.00,978.82,no,yes
515,-0.020824,0.98338661,-0.000294,293416.62,293417.25,2329.44,1971.65,no,yes
516,-0.090379,0.92798724,-0.001278,293457.03,293462.60,4303.65,4419.31,no,yes
517,-1.003639,0.31556667,-0.014194,293394.37,293417.26,1269.47,1895.09,no,yes
518,0.632891,0.52681225,0.008950,293350.39,293305.16,5607.12,4430.89,no,yes
519,1.144579,0.25240186,0.016187,293368.51,293333.52,2724.28,1386.89,no,yes
520,0.276079,0.78249004,0.003904,293767.97,293752.64,4081.06,3760.88,no,yes
521,0.592484,0.55353358,0.008379,293587.39,293572.37,2051.08,1490.14,no,yes
522,-0.027535,0.97803368,-0.000389,293416.96,293417.91,2472.54,2429.73,no,yes
523,0.115850,0.90777286,0.001638,293381.79,293380.33,894.76,882.95,no,yes
524,0.342892,0.73168316,0.004849,293566.38,293560.88,1194.34,1068.72,no,yes
525,-2.114153,0.03451499,-0.029899,307133.89,307165.29,944.49,1146.23,yes,yes
526,-0.153236,0.87821394,-0.002167,293635.17,293637.42,1079.37,992.96,no,yes
527,1.559024,0.11901081,0.022048,293452.12,293422.10,1675.62,947.49,no,yes
528,-0.066302,0.94713776,-0.000938,293353.66,293356.03,2367.24,2664.63,no,yes
529,0.581121,0.56116526,0.008218,293470.24,293456.18,1676.96,1743.25,no,yes
530,1.342269,0.17952448,0.018983,298994.39,298978.07,936.19,775.89,no,yes
531,-0.036929,0.97054209,-0.000522,293389.74,293391.54,3300.23,3606.49,no,yes
532,0.169793,0.86517477,0.002401,293325.06,293322.88,861.23,948.40,no,yes
533,-0.163173,0.87038361,-0.002308,293465.20,293473.92,3774.99,3780.84,no,yes
534,-0.162274,0.87109187,-0.002295,293404.27,293409.99,2358.65,2623.13,no,yes
535,0.449405,0.65314423,0.006356,293522.24,293502.65,3123.13,3043.22,no,yes
536,-0.235571,0.81376836,-0.003331,293429.41,293435.33,1578.19,1955.25,no,yes
537,-1.105493,0.26896232,-0.015634,293544.23,293581.92,1728.56,2938.72,no,yes
538,1.184591,0.23619318,0.016753,293599.99,293577.90,1294.75,1342.19,no,yes
539,1.181389,0.23746613,0.016707,293595.92,293549.27,3432.20,1953.17,no,yes
540,-0.394791,0.69300299,-0.005583,293647.12,293657.30,1195.17,2285.53,no,yes
541,0.276385,0.78225588,0.003909,293527.48,293523.24,1250.98,891.47,no,yes
542,0.308813,0.75746698,0.004367,293228.62,293223.03,1229.07,1327.91,no,yes
543,-1.551767,0.12073801,-0.021945,293314.26,293346.50,1021.82,1809.37,no,yes
544,-2.151796,0.03143489,-0.030431,293333.25,293424.96,977.96,4148.51,yes,yes
545,-0.958424,0.33786693,-0.013554,293526.85,293552.90,988.10,2532.18,no,yes
546,0.196320,0.84436151,0.002776,294656.64,294654.16,931.47,854.67,no,yes
547,-0.709992,0.47771741,-0.010041,296466.99,296497.35,2705.97,3310.77,no,yes
548,0.390406,0.69624040,0.005521,293372.50,293366.77,1077.73,996.62,no,yes
549,0.007607,0.99393052,0.000108,293426.88,293426.61,2154.16,2715.90,no,yes
550,1.246971,0.21242667,0.017635,293459.04,293399.76,4148.88,2321.60,no,yes
551,0.830620,0.40619993,0.011747,293205.79,293191.05,1501.73,946.45,no,yes
552,0.806105,0.42019189,0.011400,293206.03,293193.89,1065.03,1064.82,no,yes
553,0.326877,0.74376425,0.004623,293597.31,293580.91,3748.29,3332.67,no,yes
554,0.386307,0.69927312,0.005463,293432.04,293416.06,3039.92,2804.96,no,yes
555,-2.119160,0.03409898,-0.029969,293347.21,293437.49,994.56,4142.83,yes,yes
556,1.476398,0.13985719,0.020879,293452.09,293376.35,4484.00,2492.23,no,yes
557,1.364020,0.17258386,0.019290,293401.31,293372.41,1942.53,846.44,no,yes
558,-0.996541,0.31900155,-0.014093,294599.68,294626.64,1447.52,2286.15,no,yes
559,-0.065914,0.94744718,-0.000932,293297.26,293299.38,2103.82,2432.44,no,yes
560,1.209986,0.22629924,0.017112,293338.37,293319.49,1222.02,970.78,no,yes
561,0.802849,0.42207320,0.011354,293760.87,293725.78,3719.69,2294.45,no,yes
562,0.566413,0.57112029,0.008010,293456.97,293444.10,1839.59,1333.20,no,yes
563,-0.877093,0.38044730,-0.012404,293396.75,293435.88,2675.57,3569.15,no,yes
564,-0.540599,0.58879021,-0.007645,293483.93,293533.60,5967.58,6986.36,no,yes
565,-0.148854,0.88167001,-0.002105,293178.82,293183.23,2117.07,2073.35,no,yes
566,-0.327061,0.74362529,-0.004625,293226.83,293237.80,2109.99,2607.81,no,yes
567,0.528741,0.59699098,0.007478,293572.54,293559.25,1647.67,1900.24,no,yes
568,-0.946417,0.34394975,-0.013384,293511.79,293551.10,2192.67,3526.94,no,yes
569,-1.066718,0.28611530,-0.015086,296221.13,296272.62,2377.09,4200.35,no,yes
570,0.181877,0.85568087,0.002572,293366.23,293363.81,930.82,953.86,no,yes
571,1.533385,0.12519703,0.021685,293251.46,293214.27,1626.39,1799.44,no,yes
572,-0.723062,0.46965117,-0.010226,294106.85,294122.72,1313.17,1759.57,no,yes
573,0.070793,0.94356304,0.001001,293545.25,293543.98,1267.74,1266.50,no,yes
574,0.107060,0.91474218,0.001514,293492.28,293490.49,1111.59,1250.30,no,yes
575,1.425969,0.15389440,0.020166,293320.40,293260.27,3429.93,2452.29,no,yes
576,-0.467413,0.64020932,-0.006610,293431.00,293443.39,1912.09,1834.33,no,yes
577,-0.641696,0.52107821,-0.009075,293559.78,293572.55,1193.32,1591.72,no,yes
578,0.334918,0.73769174,0.004736,293279.72,293270.37,2465.09,1310.83,no,yes
579,0.429948,0.66723831,0.006080,293329.35,293322.50,1216.51,1031.40,no,yes
580,-0.049168,0.96078568,-0.000695,293405.63,293406.35,1017.70,1058.01,no,yes
581,1.850546,0.06425464,0.026171,293585.03,293542.90,2024.41,1041.33,no,yes
582,-0.374739,0.70785891,-0.005300,308697.05,308709.86,2295.02,2531.08,no,yes
583,-0.249300,0.80313135,-0.003526,293217.10,293223.85,1871.20,1955.11,no,yes
584,-0.638664,0.52304874,-0.009032,293436.68,293467.85,3400.89,3501.40,no,yes
585,-0.816492,0.41422932,-0.011547,293361.80,293399.06,2649.67,3715.37,no,yes
586,0.196197,0.84445803,0.002775,293313.48,293308.37,1911.60,1769.59,no,yes
587,-1.571902,0.11599279,-0.022230,293315.71,293340.94,821.22,1378.93,no,yes
