run,type,time_ns
11395,fixed,297641
11395,random,325516
11396,fixed,302115
11396,random,298748
11397,fixed,295071
11397,random,295102
11398,fixed,294686
11398,random,297471
11399,fixed,294801
11399,random,295042
11400,fixed,297142
11400,random,295154
11401,fixed,294891
11401,random,294786
11402,fixed,296550
11402,random,294889
11403,fixed,294977
11403,random,296393
11404,fixed,294973
11404,random,295400
11405,fixed,320048
11405,random,295725
11406,fixed,349739
11406,random,309976
11407,fixed,368656
11407,random,374544
11408,fixed,349076
11408,random,297889
11409,fixed,344473
11409,random,442929
11410,fixed,348615
11410,random,302560
11411,fixed,313777
11411,random,327003
11412,fixed,297524
11412,random,326017
11413,fixed,300717
11413,random,295044
11414,fixed,300366
11414,random,295111
11415,fixed,295504
11415,random,294913
11416,fixed,331204
11416,random,306766
11417,fixed,294622
11417,random,327966
11418,fixed,310226
11418,random,295096
11419,fixed,298281
11419,random,297703
11420,fixed,294892
11420,random,295344
11421,fixed,297920
11421,random,295542
11422,fixed,294287
11422,random,296836
11423,fixed,295128
11423,random,294678
11424,fixed,300877
11424,random,294869
11425,fixed,294511
11425,random,294270
11426,fixed,296094
11426,random,294509
11427,fixed,294043
11427,random,340255
11428,fixed,294961
11428,random,294777
11429,fixed,329895
11429,random,295447
11430,fixed,295069
11430,random,298026
11431,fixed,297991
11431,random,295104
11432,fixed,294331
11432,random,339309
11433,fixed,389472
11433,random,381097
11434,fixed,430345
11434,random,423219
11435,fixed,452111
11435,random,421027
11436,fixed,456629
11436,random,337410
11437,fixed,310809
11437,random,380549
11438,fixed,312777
11438,random,319523
11439,fixed,310101
11439,random,306437
11440,fixed,295445
11440,random,302941
11441,fixed,294829
11441,random,294704
11442,fixed,294619
11442,random,301183
11443,fixed,295142
11443,random,294953
11444,fixed,298842
11444,random,295373
11445,fixed,295117
11445,random,294922
11446,fixed,301905
11446,random,295428
11447,fixed,294266
11447,random,298048
11448,fixed,294295
11448,random,295423
11449,fixed,335689
11449,random,295072
11450,fixed,318896
11450,random,315346
11451,fixed,295400
11451,random,294388
11452,fixed,297685
11452,random,298635
11453,fixed,294685
11453,random,295180
11454,fixed,298903
11454,random,295181
11455,fixed,294738
11455,random,294826
11456,fixed,296023
11456,random,294388
11457,fixed,294859
11457,random,317582
11458,fixed,388810
11458,random,374950
11459,fixed,391747
11459,random,435591
11460,fixed,413026
11460,random,405939
11461,fixed,385594
11461,random,307937
11462,fixed,308460
11462,random,295788
11463,fixed,307598
11463,random,304313
11464,fixed,324397
11464,random,299664
11465,fixed,294625
11465,random,295249
11466,fixed,303115
11466,random,295175
11467,fixed,295273
11467,random,295528
11468,fixed,326390
11468,random,295367
11469,fixed,294879
11469,random,298374
11470,fixed,294845
11470,random,339925
11471,fixed,299733
11471,random,321807
11472,fixed,317410
11472,random,307814
11473,fixed,295166
11473,random,297215
11474,fixed,295365
11474,random,299094
11475,fixed,294237
11475,random,297230
11476,fixed,299208
11476,random,294902
11477,fixed,295024
11477,random,294678
11478,fixed,297649
11478,random,294919
11479,fixed,294756
11479,random,295945
11480,fixed,294508
11480,random,294917
11481,fixed,296374
11481,random,294926
11482,fixed,326687
11482,random,295515
11483,fixed,309544
11483,random,295454
11484,fixed,294908
11484,random,297565
11485,fixed,415333
11485,random,358850
11486,fixed,393302
11486,random,373930
11487,fixed,334164
11487,random,297252
11488,fixed,323546
11488,random,296059
11489,fixed,334591
11489,random,296223
11490,fixed,302092
11490,random,307991
11491,fixed,325998
11491,random,297435
11492,fixed,310095
11492,random,302928
11493,fixed,294760
11493,random,299960
11494,fixed,294492
11494,random,295297
11495,fixed,294608
11495,random,300086
11496,fixed,294793
11496,random,295158
11497,fixed,296687
11497,random,294471
11498,fixed,294729
11498,random,296083
11499,fixed,294651
11499,random,294986
11500,fixed,295072
11500,random,296338
11501,fixed,294582
11501,random,294529
11502,fixed,295912
11502,random,294645
11503,fixed,294769
11503,random,405292
11504,fixed,294606
11504,random,295153
11505,fixed,295721
11505,random,294922
11506,fixed,294407
11506,random,295165
11507,fixed,295504
11507,random,295095
11508,fixed,294525
11508,random,295599
11509,fixed,294626
11509,random,294049
11510,fixed,294913
11510,random,296303
11511,fixed,294504
11511,random,295196
11512,fixed,296457
11512,random,320892
11513,fixed,378887
11513,random,404207
11514,fixed,379821
11514,random,420467
11515,fixed,399645
11515,random,422535
11516,fixed,363540
11516,random,305698
11517,fixed,311134
11517,random,330609
11518,fixed,297961
11518,random,296778
11519,fixed,298980
11519,random,294529
11520,fixed,294968
11520,random,294732
11521,fixed,299499
11521,random,294551
11522,fixed,294585
11522,random,313386
11523,fixed,295191
11523,random,295407
11524,fixed,301048
11524,random,295271
11525,fixed,294745
11525,random,294743
11526,fixed,296380
11526,random,295038
11527,fixed,294611
11527,random,296552
11528,fixed,295319
11528,random,294563
11529,fixed,414794
11529,random,295604
11530,fixed,294349
11530,random,296695
11531,fixed,294711
11531,random,294785
11532,fixed,294572
11532,random,297955
11533,fixed,295088
11533,random,295050
11534,fixed,296103
11534,random,295135
11535,fixed,294811
11535,random,294943
11536,fixed,295583
11536,random,295330
11537,fixed,294269
11537,random,296523
11538,fixed,298097
11538,random,370972
11539,fixed,388909
11539,random,405298
11540,fixed,406275
11540,random,419150
11541,fixed,332136
11541,random,310813
11542,fixed,302076
11542,random,294733
11543,fixed,295073
11543,random,310390
11544,fixed,299460
11544,random,322510
11545,fixed,301625
11545,random,295051
11546,fixed,294672
11546,random,301329
11547,fixed,294683
11547,random,295193
11548,fixed,293871
11548,random,298675
11549,fixed,294891
11549,random,295223
11550,fixed,315054
11550,random,295383
11551,fixed,294489
11551,random,297423
11552,fixed,294838
11552,random,294845
11553,fixed,294776
11553,random,295927
11554,fixed,294969
11554,random,294686
11555,fixed,295597
11555,random,295046
11556,fixed,294320
11556,random,400913
11557,fixed,295174
11557,random,295279
11558,fixed,296161
11558,random,294731
11559,fixed,294705
11559,random,294506
11560,fixed,295845
11560,random,294290
11561,fixed,294553
11561,random,296113
11562,fixed,295018
11562,random,294863
11563,fixed,294982
11563,random,295584
11564,fixed,294491
11564,random,295197
11565,fixed,295745
11565,random,294408
11566,fixed,324299
11566,random,381437
11567,fixed,381717
11567,random,404768
11568,fixed,401924
11568,random,419212
11569,fixed,324503
11569,random,304051
11570,fixed,300593
11570,random,295100
11571,fixed,299639
11571,random,307198
11572,fixed,295505
11572,random,297984
11573,fixed,294923
11573,random,294624
11574,fixed,301879
11574,random,295432
11575,fixed,294846
11575,random,294963
11576,fixed,297431
11576,random,295220
11577,fixed,294448
11577,random,297407
11578,fixed,294807
11578,random,294802
11579,fixed,297599
11579,random,295033
11580,fixed,294183
11580,random,294830
11581,fixed,301871
11581,random,294809
11582,fixed,294663
11582,random,297150
11583,fixed,294474
11583,random,295496
11584,fixed,297276
11584,random,294950
11585,fixed,294417
11585,random,294878
11586,fixed,297280
11586,random,295210
11587,fixed,295197
11587,random,297092
11588,fixed,300224
11588,random,295472
11589,fixed,294635
11589,random,297282
11590,fixed,294534
11590,random,294722
11591,fixed,296709
11591,random,296111
11592,fixed,310948
11592,random,374751
11593,fixed,386455
11593,random,397214
11594,fixed,408745
11594,random,407305
11595,fixed,368619
11595,random,298148
11596,fixed,307185
11596,random,300673
11597,fixed,298692
11597,random,309320
11598,fixed,319199
11598,random,310449
11599,fixed,295020
11599,random,294604
11600,fixed,299825
11600,random,294938
11601,fixed,294687
11601,random,299568
11602,fixed,295187
11602,random,294655
11603,fixed,295009
11603,random,298901
11604,fixed,295027
11604,random,294745
11605,fixed,297099
11605,random,295587
11606,fixed,294797
11606,random,297087
11607,fixed,294567
11607,random,294288
11608,fixed,294034
11608,random,296170
11609,fixed,294169
11609,random,294400
11610,fixed,296145
11610,random,294864
11611,fixed,294649
11611,random,294859
11612,fixed,400957
11612,random,295099
11613,fixed,295133
11613,random,296099
11614,fixed,294722
11614,random,294929
11615,fixed,296403
11615,random,295573
11616,fixed,295215
11616,random,296657
11617,fixed,294618
11617,random,294911
11618,fixed,294878
11618,random,296399
11619,fixed,294578
11619,random,295977
11620,fixed,351881
11620,random,375121
11621,fixed,403564
11621,random,413315
11622,fixed,405950
11622,random,378043
11623,fixed,297975
11623,random,306912
11624,fixed,300138
11624,random,295144
11625,fixed,295800
11625,random,306669
11626,fixed,301739
11626,random,294761
11627,fixed,294876
11627,random,298001
11628,fixed,294612
11628,random,294863
11629,fixed,298091
11629,random,295041
11630,fixed,294819
11630,random,294722
11631,fixed,296470
11631,random,295472
11632,fixed,294643
11632,random,297393
11633,fixed,294668
11633,random,295239
11634,fixed,294774
11634,random,297498
11635,fixed,294084
11635,random,294605
11636,fixed,295538
11636,random,295076
11637,fixed,294762
11637,random,399605
11638,fixed,294347
11638,random,295672
11639,fixed,295751
11639,random,295371
11640,fixed,294418
11640,random,295531
11641,fixed,295621
11641,random,294932
11642,fixed,294493
11642,random,296021
11643,fixed,294972
11643,random,294531
11644,fixed,294422
11644,random,296333
11645,fixed,294177
11645,random,295273
11646,fixed,327770
11646,random,378306
11647,fixed,400525
11647,random,411448
11648,fixed,409202
11648,random,381815
11649,fixed,298659
11649,random,307274
11650,fixed,299019
11650,random,295169
11651,fixed,294562
11651,random,294898
11652,fixed,299637
11652,random,308119
11653,fixed,295583
11653,random,300028
11654,fixed,294407
11654,random,295096
11655,fixed,296283
11655,random,295388
11656,fixed,293663
11656,random,294926
11657,fixed,296913
11657,random,294634
11658,fixed,294461
11658,random,301494
11659,fixed,294954
11659,random,294435
11660,fixed,297674
11660,random,294900
11661,fixed,294830
11661,random,294849
11662,fixed,296529
11662,random,295074
11663,fixed,294903
11663,random,296060
11664,fixed,295296
11664,random,294990
11665,fixed,294490
11665,random,399973
11666,fixed,294706
11666,random,294934
11667,fixed,296827
11667,random,294296
11668,fixed,295126
11668,random,295886
11669,fixed,294311
11669,random,294074
11670,fixed,296078
11670,random,294855
11671,fixed,294982
11671,random,294497
11672,fixed,295476
11672,random,295548
11673,fixed,294502
11673,random,295924
11674,fixed,331169
11674,random,383578
11675,fixed,405927
11675,random,413618
11676,fixed,415675
11676,random,360684
11677,fixed,296595
11677,random,314341
11678,fixed,295930
11678,random,294946
11679,fixed,294818
11679,random,309416
11680,fixed,295338
11680,random,295320
11681,fixed,340857
11681,random,295219
11682,fixed,304269
11682,random,299371
11683,fixed,295019
11683,random,294906
11684,fixed,295135
11684,random,298375
11685,fixed,294539
11685,random,294832
11686,fixed,298044
11686,random,294485
11687,fixed,294624
11687,random,294820
11688,fixed,297890
11688,random,294905
11689,fixed,295000
11689,random,296077
11690,fixed,294224
11690,random,295062
11691,fixed,413420
11691,random,294998
11692,fixed,327619
11692,random,298423
11693,fixed,294681
11693,random,302346
11694,fixed,294825
11694,random,298138
11695,fixed,294463
11695,random,295086
11696,fixed,296797
11696,random,294736
11697,fixed,294381
11697,random,297261
11698,fixed,295223
11698,random,294758
11699,fixed,294390
11699,random,296864
11700,fixed,365720
11700,random,388388
11701,fixed,406142
11701,random,400514
11702,fixed,426408
11702,random,360100
11703,fixed,317871
11703,random,301406
11704,fixed,303334
11704,random,295118
11705,fixed,298382
11705,random,294946
11706,fixed,305735
11706,random,327460
11707,fixed,295195
11707,random,294541
11708,fixed,293771
11708,random,300016
11709,fixed,294777
11709,random,295492
11710,fixed,299086
11710,random,294990
11711,fixed,294488
11711,random,299945
11712,fixed,294964
11712,random,294931
11713,fixed,294536
11713,random,298498
11714,fixed,335227
11714,random,294992
11715,fixed,307497
11715,random,295061
11716,fixed,295694
11716,random,298645
11717,fixed,295024
11717,random,295080
11718,fixed,294802
11718,random,299211
11719,fixed,294590
11719,random,295359
11720,fixed,298018
11720,random,294688
11721,fixed,294738
11721,random,298921
11722,fixed,295541
11722,random,294476
11723,fixed,294061
11723,random,296449
11724,fixed,294471
11724,random,294792
11725,fixed,296225
11725,random,336259
11726,fixed,295033
11726,random,305532
11727,fixed,295673
11727,random,308303
11728,fixed,324395
11728,random,373599
11729,fixed,372460
11729,random,357931
11730,fixed,320281
11730,random,347988
11731,fixed,348978
11731,random,314351
11732,fixed,294920
11732,random,306141
11733,fixed,316783
11733,random,315913
11734,fixed,300583
11734,random,302123
11735,fixed,294557
11735,random,295124
11736,fixed,303588
11736,random,336763
11737,fixed,294894
11737,random,311413
11738,fixed,294910
11738,random,295167
11739,fixed,294422
11739,random,297452
11740,fixed,294790
11740,random,294904
11741,fixed,296673
11741,random,295181
11742,fixed,294682
11742,random,297039
11743,fixed,294978
11743,random,294981
11744,fixed,295020
11744,random,298408
11745,fixed,294414
11745,random,295235
11746,fixed,298832
11746,random,294718
11747,fixed,297333
11747,random,294700
11748,fixed,332688
11748,random,295556
11749,fixed,306572
11749,random,296740
11750,fixed,300116
11750,random,295190
11751,fixed,297275
11751,random,295548
11752,fixed,295052
11752,random,295632
11753,fixed,295659
11753,random,339277
11754,fixed,385486
11754,random,364377
11755,fixed,355477
11755,random,342946
11756,fixed,296182
11756,random,322179
11757,fixed,295821
11757,random,322893
11758,fixed,295571
11758,random,328118
11759,fixed,299495
11759,random,318837
11760,fixed,357982
11760,random,324725
11761,fixed,295691
11761,random,295415
11762,fixed,300539
11762,random,294965
11763,fixed,295155
11763,random,298818
11764,fixed,295073
11764,random,294695
11765,fixed,294995
11765,random,299377
11766,fixed,295018
11766,random,295955
11767,fixed,298604
11767,random,294745
11768,fixed,294154
11768,random,295562
11769,fixed,297526
11769,random,294823
11770,fixed,337489
11770,random,296604
11771,fixed,294131
11771,random,304264
11772,fixed,296965
11772,random,295511
11773,fixed,294218
11773,random,294991
11774,fixed,419328
11774,random,294950
11775,fixed,294250
11775,random,296658
11776,fixed,293885
11776,random,295198
11777,fixed,296627
11777,random,294571
11778,fixed,294835
11778,random,296222
11779,fixed,294642
11779,random,294313
11780,fixed,294782
11780,random,296535
11781,fixed,295054
11781,random,347558
11782,fixed,340714
11782,random,368690
11783,fixed,349395
11783,random,320554
11784,fixed,295739
11784,random,322099
11785,fixed,318762
11785,random,298764
11786,fixed,294836
11786,random,299738
11787,fixed,352260
11787,random,335563
11788,fixed,304327
11788,random,295055
11789,fixed,294673
11789,random,294823
11790,fixed,298108
11790,random,295429
11791,fixed,294613
11791,random,298532
11792,fixed,336839
11792,random,299631
11793,fixed,299298
11793,random,317000
11794,fixed,294744
11794,random,297283
11795,fixed,294823
11795,random,295098
11796,fixed,294602
11796,random,296578
11797,fixed,294677
11797,random,294705
11798,fixed,295472
11798,random,294363
11799,fixed,294284
11799,random,294841
11800,fixed,399481
11800,random,295118
11801,fixed,294718
11801,random,296022
11802,fixed,295074
11802,random,294377
11803,fixed,296292
11803,random,336285
11804,fixed,294987
11804,random,296227
11805,fixed,306375
11805,random,295284
11806,fixed,294655
11806,random,296759
11807,fixed,294505
11807,random,294706
11808,fixed,296263
11808,random,295237
11809,fixed,314282
11809,random,309899
11810,fixed,352803
11810,random,372185
11811,fixed,346091
11811,random,297442
11812,fixed,319885
11812,random,302606
11813,fixed,315825
11813,random,295949
11814,fixed,306273
11814,random,348986
11815,fixed,307125
11815,random,305140
11816,fixed,301778
11816,random,295161
11817,fixed,295063
11817,random,300587
11818,fixed,294480
11818,random,295101
11819,fixed,298742
11819,random,295526
11820,fixed,294719
11820,random,294582
11821,fixed,297685
11821,random,295595
11822,fixed,294283
11822,random,296622
11823,fixed,294575
11823,random,295575
11824,fixed,294645
11824,random,296179
11825,fixed,294717
11825,random,294815
11826,fixed,327750
11826,random,294996
11827,fixed,303075
11827,random,324874
11828,fixed,303263
11828,random,295092
11829,fixed,299166
11829,random,295077
11830,fixed,295016
11830,random,294952
11831,fixed,298848
11831,random,294533
11832,fixed,294824
11832,random,298053
11833,fixed,294791
11833,random,294842
11834,fixed,294683
11834,random,298550
11835,fixed,294739
11835,random,341707
11836,fixed,380093
11836,random,304808
11837,fixed,317421
11837,random,406950
11838,fixed,305906
11838,random,360133
11839,fixed,379140
11839,random,305587
11840,fixed,324605
11840,random,295335
11841,fixed,302546
11841,random,308599
11842,fixed,323194
11842,random,296083
11843,fixed,295040
11843,random,299512
11844,fixed,294965
11844,random,294831
11845,fixed,297785
11845,random,295632
11846,fixed,294886
11846,random,295219
11847,fixed,297533
11847,random,295079
11848,fixed,339180
11848,random,297884
11849,fixed,294358
11849,random,323149
11850,fixed,304595
11850,random,294975
11851,fixed,295164
11851,random,297813
11852,fixed,297243
11852,random,295470
11853,fixed,297949
11853,random,297649
11854,fixed,294660
11854,random,295533
11855,fixed,296591
11855,random,295478
11856,fixed,294418
11856,random,295625
11857,fixed,295202
11857,random,294445
11858,fixed,294434
11858,random,296282
11859,fixed,294704
11859,random,327764
11860,fixed,295934
11860,random,295228
11861,fixed,323224
11861,random,305781
11862,fixed,299495
11862,random,295509
11863,fixed,299784
11863,random,388248
11864,fixed,380047
11864,random,358499
11865,fixed,388913
11865,random,407155
11866,fixed,420653
11866,random,413476
11867,fixed,383383
11867,random,313146
11868,fixed,319314
11868,random,328265
11869,fixed,301257
11869,random,313915
11870,fixed,319974
11870,random,298365
11871,fixed,321935
11871,random,313121
11872,fixed,299216
11872,random,295450
11873,fixed,297855
11873,random,295398
11874,fixed,298331
11874,random,298292
11875,fixed,294765
11875,random,296817
11876,fixed,294467
11876,random,294834
11877,fixed,296534
11877,random,295180
11878,fixed,294368
11878,random,295163
11879,fixed,295737
11879,random,295055
11880,fixed,294380
11880,random,418524
11881,fixed,336290
11881,random,294992
11882,fixed,324205
11882,random,305480
11883,fixed,295409
11883,random,300116
11884,fixed,297679
11884,random,295218
11885,fixed,297318
11885,random,297744
11886,fixed,295113
11886,random,294975
11887,fixed,298333
11887,random,294685
11888,fixed,294719
11888,random,318533
11889,fixed,314409
11889,random,361686
11890,fixed,366272
11890,random,345800
11891,fixed,296308
11891,random,303685
11892,fixed,355123
11892,random,295428
11893,fixed,363970
11893,random,304921
11894,fixed,294313
11894,random,316545
11895,fixed,319715
11895,random,299247
11896,fixed,295118
11896,random,301945
11897,fixed,295015
11897,random,294955
11898,fixed,301504
11898,random,294839
11899,fixed,295051
11899,random,299378
11900,fixed,294602
11900,random,294412
11901,fixed,294522
11901,random,298987
11902,fixed,294616
11902,random,294237
11903,fixed,297249
11903,random,335753
11904,fixed,295065
11904,random,322278
11905,fixed,313000
11905,random,295853
11906,fixed,294876
11906,random,300217
11907,fixed,294809
11907,random,295152
11908,fixed,297894
11908,random,295586
11909,fixed,294579
11909,random,297658
11910,fixed,294907
11910,random,294677
11911,fixed,295439
11911,random,298617
11912,fixed,294611
11912,random,295580
11913,fixed,298421
11913,random,295078
11914,fixed,294395
11914,random,329409
11915,fixed,294903
11915,random,301897
11916,fixed,327513
11916,random,318089
11917,fixed,337111
11917,random,367736
11918,fixed,373933
11918,random,306270
11919,fixed,294788
11919,random,306008
11920,fixed,397269
11920,random,431477
11921,fixed,362142
11921,random,374840
11922,fixed,380759
11922,random,330501
11923,fixed,295895
11923,random,303297
11924,fixed,294715
11924,random,295299
11925,fixed,344848
11925,random,295904
11926,fixed,330519
11926,random,360791
11927,fixed,297138
11927,random,294951
11928,fixed,294743
11928,random,299098
11929,fixed,295064
11929,random,295302
11930,fixed,297000
11930,random,294767
11931,fixed,295213
11931,random,297871
11932,fixed,293844
11932,random,295110
11933,fixed,294427
11933,random,298244
11934,fixed,294582
11934,random,294789
11935,fixed,410090
11935,random,295444
11936,fixed,343960
11936,random,296454
11937,fixed,306263
11937,random,348360
11938,fixed,302550
11938,random,294839
11939,fixed,294922
11939,random,299939
11940,fixed,294587
11940,random,294091
11941,fixed,294594
11941,random,297987
11942,fixed,294180
11942,random,295067
11943,fixed,310511
11943,random,391603
11944,fixed,336982
11944,random,310751
11945,fixed,343711
11945,random,305168
11946,fixed,313680
11946,random,319920
11947,fixed,349270
11947,random,314441
11948,fixed,354997
11948,random,356981
11949,fixed,317216
11949,random,295439
11950,fixed,293540
11950,random,299526
11951,fixed,295742
11951,random,295007
11952,fixed,294870
11952,random,299408
11953,fixed,294978
11953,random,295301
11954,fixed,298829
11954,random,294788
11955,fixed,294554
11955,random,294957
11956,fixed,295520
11956,random,295576
11957,fixed,294576
11957,random,297126
11958,fixed,336107
11958,random,295184
11959,fixed,295636
11959,random,335961
11960,fixed,334701
11960,random,302822
11961,fixed,294535
11961,random,294959
11962,fixed,294657
11962,random,297625
11963,fixed,294013
11963,random,295549
11964,fixed,295477
11964,random,294561
11965,fixed,294500
11965,random,296527
11966,fixed,294723
11966,random,294934
11967,fixed,294657
11967,random,296265
11968,fixed,294254
11968,random,295577
11969,fixed,297081
11969,random,400307
11970,fixed,350438
11970,random,345112
11971,fixed,372395
11971,random,349420
11972,fixed,312062
11972,random,295353
11973,fixed,326406
11973,random,318708
11974,fixed,302040
11974,random,294690
11975,fixed,310500
11975,random,316312
11976,fixed,307944
11976,random,295579
11977,fixed,300136
11977,random,295387
11978,fixed,294752
11978,random,299348
11979,fixed,294402
11979,random,295840
11980,fixed,299340
11980,random,336153
11981,fixed,293794
11981,random,326316
11982,fixed,303322
11982,random,295401
11983,fixed,294836
11983,random,302608
11984,fixed,294613
11984,random,294342
11985,fixed,298390
11985,random,294759
11986,fixed,295045
11986,random,294870
11987,fixed,298713
11987,random,294744
11988,fixed,294666
11988,random,299588
11989,fixed,294962
11989,random,293888
11990,fixed,297762
11990,random,294668
11991,fixed,295184
11991,random,327394
11992,fixed,299711
11992,random,294803
11993,fixed,316597
11993,random,309698
11994,fixed,295436
11994,random,295167
11995,fixed,300739
11995,random,294652
11996,fixed,294336
11996,random,297990
11997,fixed,319948
11997,random,300647
11998,fixed,351285
11998,random,376625
11999,fixed,369459
11999,random,296333
12000,fixed,303355
12000,random,323040
12001,fixed,295699
12001,random,323060
12002,fixed,300439
12002,random,326557
12003,fixed,336497
12003,random,294992
12004,fixed,321948
12004,random,314583
12005,fixed,295818
12005,random,294545
12006,fixed,301773
12006,random,295062
12007,fixed,294949
12007,random,297974
12008,fixed,298990
12008,random,295594
12009,fixed,294538
12009,random,297851
12010,fixed,294768
12010,random,294878
12011,fixed,294501
12011,random,297276
12012,fixed,294820
12012,random,294573
12013,fixed,295948
12013,random,294778
12014,fixed,327070
12014,random,296984
12015,fixed,303233
12015,random,319068
12016,fixed,303018
12016,random,294860
12017,fixed,296912
12017,random,295275
12018,fixed,297950
12018,random,294568
12019,fixed,297851
12019,random,296744
12020,fixed,294782
12020,random,295180
12021,fixed,297196
12021,random,295245
12022,fixed,294501
12022,random,295233
12023,fixed,296246
12023,random,317634
12024,fixed,327228
12024,random,373612
12025,fixed,411065
12025,random,356707
12026,fixed,320013
12026,random,373537
12027,fixed,398113
12027,random,433380
12028,fixed,316350
12028,random,301685
12029,fixed,309528
12029,random,326234
12030,fixed,300804
12030,random,294887
12031,fixed,294937
12031,random,295042
12032,fixed,299782
12032,random,293977
12033,fixed,295271
12033,random,298144
12034,fixed,295145
12034,random,294735
12035,fixed,297435
12035,random,294738
12036,fixed,340171
12036,random,295314
12037,fixed,306129
12037,random,313750
12038,fixed,301259
12038,random,300363
12039,fixed,297598
12039,random,294909
12040,fixed,297125
12040,random,295308
12041,fixed,298011
12041,random,294981
12042,fixed,402661
12042,random,295097
12043,fixed,294589
12043,random,296213
12044,fixed,294815
12044,random,294943
12045,fixed,295836
12045,random,295500
12046,fixed,294878
12046,random,296033
12047,fixed,326807
12047,random,295070
12048,fixed,294878
12048,random,318943
12049,fixed,305258
12049,random,295381
12050,fixed,302515
12050,random,336648
12051,fixed,389867
12051,random,379607
12052,fixed,395086
12052,random,420960
12053,fixed,401171
12053,random,411968
12054,fixed,411507
12054,random,423296
12055,fixed,310172
12055,random,325306
12056,fixed,295889
12056,random,294689
12057,fixed,345074
12057,random,295542
12058,fixed,319734
12058,random,305606
12059,fixed,301658
12059,random,295914
12060,fixed,301237
12060,random,295086
12061,fixed,294925
12061,random,301372
12062,fixed,294542
12062,random,295454
12063,fixed,294479
12063,random,299973
12064,fixed,295135
12064,random,294488
12065,fixed,297207
12065,random,294777
12066,fixed,294448
12066,random,294742
12067,fixed,296124
12067,random,294685
12068,fixed,295050
12068,random,337510
12069,fixed,294948
12069,random,303680
12070,fixed,324467
12070,random,295800
12071,fixed,294360
12071,random,300888
12072,fixed,294939
12072,random,294494
12073,fixed,294571
12073,random,299713
12074,fixed,294798
12074,random,294816
12075,fixed,298930
12075,random,294826
12076,fixed,294765
12076,random,295081
12077,fixed,297942
12077,random,338974
12078,fixed,388794
12078,random,380482
12079,fixed,399466
12079,random,446300
12080,fixed,396396
12080,random,422218
12081,fixed,387099
12081,random,443153
12082,fixed,347409
12082,random,296499
12083,fixed,294453
12083,random,299689
12084,fixed,294439
12084,random,295371
12085,fixed,299934
12085,random,295329
12086,fixed,294421
12086,random,295392
12087,fixed,300759
12087,random,294987
12088,fixed,294639
12088,random,297086
12089,fixed,294177
12089,random,313462
12090,fixed,324942
12090,random,295021
12091,fixed,321718
12091,random,301146
12092,fixed,299186
12092,random,295202
12093,fixed,297504
12093,random,299019
12094,fixed,295298
12094,random,297403
12095,fixed,297825
12095,random,295887
12096,fixed,294424
12096,random,294895
12097,fixed,297221
12097,random,294553
12098,fixed,294336
12098,random,296976
12099,fixed,294558
12099,random,294940
12100,fixed,294733
12100,random,296648
12101,fixed,295228
12101,random,336512
12102,fixed,296449
12102,random,327983
12103,fixed,398342
12103,random,319918
12104,fixed,323939
12104,random,329394
12105,fixed,302232
12105,random,294984
12106,fixed,297803
12106,random,299412
12107,fixed,294921
12107,random,303916
12108,fixed,321872
12108,random,303985
12109,fixed,324763
12109,random,296250
12110,fixed,301962
12110,random,294775
12111,fixed,294581
12111,random,298908
12112,fixed,341823
12112,random,295325
12113,fixed,306984
12113,random,314786
12114,fixed,312067
12114,random,295837
12115,fixed,301950
12115,random,294636
12116,fixed,294960
12116,random,297481
12117,fixed,298083
12117,random,295085
12118,fixed,299236
12118,random,294657
12119,fixed,302400
12119,random,300202
12120,fixed,298455
12120,random,295399
12121,fixed,294833
12121,random,403059
12122,fixed,295054
12122,random,295094
12123,fixed,297515
12123,random,335781
12124,fixed,295180
12124,random,304965
12125,fixed,324977
12125,random,295550
12126,fixed,299354
12126,random,297383
12127,fixed,295054
12127,random,294676
12128,fixed,297434
12128,random,297010
12129,fixed,295434
12129,random,296833
12130,fixed,293799
12130,random,304438
12131,fixed,365832
12131,random,304079
12132,fixed,295004
12132,random,295246
12133,fixed,297697
12133,random,294627
12134,fixed,294291
12134,random,299612
12135,fixed,335309
12135,random,294901
12136,fixed,324807
12136,random,312367
12137,fixed,295337
12137,random,300514
12138,fixed,297544
12138,random,295359
12139,fixed,294734
12139,random,298743
12140,fixed,294826
12140,random,295005
12141,fixed,298732
12141,random,294855
12142,fixed,294213
12142,random,295118
12143,fixed,297179
12143,random,295365
12144,fixed,294802
12144,random,296885
12145,fixed,294552
12145,random,294566
12146,fixed,332766
12146,random,294821
12147,fixed,303201
12147,random,322821
12148,fixed,295519
12148,random,294621
12149,fixed,297783
12149,random,419705
12150,fixed,294865
12150,random,294913
12151,fixed,300224
12151,random,295218
12152,fixed,294496
12152,random,297640
12153,fixed,294397
12153,random,294906
12154,fixed,294671
12154,random,298456
12155,fixed,295156
12155,random,295237
12156,fixed,296793
12156,random,294960
12157,fixed,300758
12157,random,418936
12158,fixed,327054
12158,random,327306
12159,fixed,300028
12159,random,294524
12160,fixed,296430
12160,random,299706
12161,fixed,294967
12161,random,294758
12162,fixed,297628
12162,random,296594
12163,fixed,294895
12163,random,295050
12164,fixed,296353
12164,random,294811
12165,fixed,294951
12165,random,294622
12166,fixed,295571
12166,random,294652
12167,fixed,294600
12167,random,295981
12168,fixed,294301
12168,random,294933
12169,fixed,328761
12169,random,295342
12170,fixed,317307
12170,random,315026
12171,fixed,295211
12171,random,295067
